祝彪,扈三娘,为 保全 自家 性命 ， 扈 庄主 将 自己 的 宝贝女儿 扈三娘 许配给 了 祝彪 ， 希望 通过 联姻 联盟 以 自保 。,人物关系/亲属关系/配偶/妻子/未婚妻
金蛇郎君,温仪,袁承志 和 安剑清 展开 对决 ， 袁承志 不慎 落崖 ， 得 金蛇郎君 夏雪宜 的 武功 秘笈 ， 并 遵 遗嘱 前往 衢州 石梁 寻找 女子 温仪 。,人物关系/亲属关系/配偶/妻子/未婚妻
祝彪,扈三娘,# 建议 将 顾大嫂 、 祝彪 、 扈三娘 三人 培养 一段时间 再 做 这个 任务 ， 你 将 会 稍微 轻松 一些,人物关系/亲属关系/配偶/妻子/未婚妻
水若寒,陆剑萍,十八年 后 ， 陆鼎 文之女 陆剑萍 ， 借 师傅 武妈 之手 打退 恶少 ， 救得 扮成 书生 的 东厂 杀手 水若寒 ， 与 路过 的 小 和尚 释小龙 、 释小福 。,人物关系/亲属关系/配偶/妻子/未婚妻
金蛇郎君,温仪,袁承志 花费 数日 ， 学成 武艺 ， 便 遵 遗嘱 ， 帮助 金蛇郎君 去 寻 温仪 。,人物关系/亲属关系/配偶/妻子/未婚妻
赵无忌,卫凤娘,2 人物 : 作者 : 古龙 主要 人物 : 赵无忌 白玉雕 龙凤 佩 次要 人物 : 卫凤娘 ： 赵无忌 的 妻子,人物关系/亲属关系/配偶/妻子/未婚妻
薛谭,秦青,汤问 》 载 ， 歌者 秦青 相 送 薛谭 ， “ 饯于 郊衢 ， 抚节 悲歌 ， 声振林木 ， 响遏行云 ” 。,人物关系/师生关系/老师
赵海燕,赵本山,（ 2013 年 赵本山 ， 宋小宝 ， 赵海燕 主演 小品 ） : 《 有钱 了 》 是 赵本山 在 江苏 卫视 的 收山之作 ， 广受 好评 。,人物关系/师生关系/老师
颜回,孔子,颜路 个人信息 : 颜回 早逝 ， 颜无繇 因 家里 穷 ， 就 请求 孔子 把 车子 卖 了 来 帮 他 安葬 。,人物关系/师生关系/老师
颜回,孔子,孔子 说 ； “ 只有 颜回 最好 学 。,人物关系/师生关系/老师
仲由,孔子,城 西北 为 孔子 弟子 仲由 的 故里 — — 仲村 ， 今为 仲 村镇 驻地 。,人物关系/师生关系/老师
南宫敬叔,孔子,23 岁 时 跟随 老师 孔子 及 同学 南宫敬叔 、 仲由 等 人 ， 周游列国 ， 考察 周 社会 的 吏制 和 道德规范 。,人物关系/师生关系/老师
樊迟,孔子,“ 帆迟 ” 谐 “ 樊迟 ” ， 孔子 弟子 ； “ 帆快 ” 谐 “ 樊哙 ” ， 汉初 大将 ； “ 橹 直 ” 谐 “ 鲁直 ” ， 宋 黄庭坚 字 ； “ 橹 扳 ” 谐 “ 鲁班 ” ， 古代 巧匠,人物关系/师生关系/老师
姜子牙,元始天尊,封神 诀 - 仙界 大战 : 讲述 商周 朝代 更替 之战 . 姜子牙 代 元始天尊 执掌 封神榜 ， 兴周灭 纣 ， 一统 天 、 地 、 人 三界 ， 成就 封神 大业 ！,人物关系/师生关系/老师
韩非,荀子,荀子 、 李斯 和 韩非,人物关系/师生关系/老师
梅超风,黄药师,黄药师 出现 救 了 梅超风 ， 黄蓉 离开 。,人物关系/师生关系/老师
陈靖仇,陈辅,陈辅 不得不 将 这 一切 的 心愿 ， 寄托 在 陈靖仇 的 身上 。,人物关系/师生关系/老师
石中玉,封万里,师父 白自在 虽 察觉 二人 情愫 ， 但 只是 微笑 ， 并未 表态 为 二人 做主 ， 此后 又 因 封万里 要 教导 石中玉 等 一系列 事情 ， 两人 的 感情 一直 搁置 。,人物关系/师生关系/老师
仲由,孔子,孝 的 故事 百里 负米 : 仲由 ， 字 子路 、 季路 ， 春秋时期 鲁国 人 ， 孔子 的 得意 弟子 ， 性格 直率 勇敢 ， 十分 孝顺 。,人物关系/师生关系/老师
仲由,孔子,孔子 认为 ， 正是 因为 仲由 做到 了 这些 ， 才 使得 “ 民 尽力 ” 、 “ 民不偷 ” 、 “ 民不扰 ” ， 而 国家 富强 ， 这 显然 是 对 仲由 政绩 的 极 高 评价 。,人物关系/师生关系/老师
颜回,孔子,2009 年 任泉 在 电影 《 孔子 》 里 饰演 颜回 、 在 电视剧 《 神话 》 里 饰演 易大川 ， 再次 赢得 观众 的 喜爱 。,人物关系/师生关系/老师
卓凤鸣,吕洞宾,地位 职位 ： 吕洞宾 弟子 ， 负责 教习 观内 低级 弟子 的 武功 剑 三 纯阳 门派 五 子 之一 卓凤鸣,人物关系/师生关系/老师
刘伟,马季,《 送别 》 表演者 ： 刘伟 、 马季,人物关系/师生关系/老师
陆启铿,华罗庚,此外 ， 万哲元 、 陆启铿 、 王元 、 潘承洞 、 段学复 等 人 也 是 在 华罗庚 的 悉心 培育 下 成长 起来 的 。,人物关系/师生关系/老师
岳云鹏,郭德纲,舞台 反串 角色 的 岳云鹏 岳云鹏 演艺 经历 : 2004 年 ， 岳云鹏 在 打工 的 饭店 碰见 了 去 吃饭 的 郭德纲 ， 随后 开始 了 他 的 相声 演艺 生涯 。,人物关系/师生关系/老师
张翠山,张三丰,武当掌 门 张翠山 内容梗概 : 刚刚 穿越 成为 武当 张三丰 弟子 ， 张翠山 的 愿望 很 简单 ： 让 武当 力压 江湖 诸派 ， 成为 华夏 武林 圣地 ！,人物关系/师生关系/老师
颜回,孔子,出自 《 孔子 家语 · 颜回 》 。,人物关系/师生关系/老师
颜回,孔子,南北朝 北齐 时 ， 各地 始建 孔颜庙 ， 奉祀 孔子 和 颜回 。,人物关系/师生关系/老师
仲由,孔子,孔子 说 : 仲由 呀 ！,人物关系/师生关系/老师
诸葛流云,燕赤霞,最后 三代 宗主 分别 是 燕赤霞 、 金光 、 诸葛流云 。,人物关系/师生关系/老师
洪凌波,李莫愁,李莫愁 把 洪凌波 当作 垫脚石 ， 摔 在 情 花丛 中 ， 借力 跃出 情 花丛 外 。,人物关系/师生关系/老师
仲由,孔子,等到 读 了 《 史 》 ， 才 看到 孔子 被 围困 在 陈国和 蔡国 之间 ， 而 弹琴 唱歌 的 声音 没有 断绝 ， 并 与 颜渊 、 仲由 等 学生 互相 问答 。,人物关系/师生关系/老师
南宫敬叔,孔子,为阅 周公之 典 ， 访 元圣 之迹 ， 孔子 于 周景王 年间 ， 携 弟子 南宫敬叔 入周 问礼于 老聃 ， 问 乐于 苌 弘 。,人物关系/师生关系/老师
颜回,孔子,【 译文 】 孔子 说 ： “ 听 我 说话 而能 毫不 懈怠 的 ， 只有 颜回 一个 人 吧 ！ ”,人物关系/师生关系/老师
胡和生,苏步青,2012 年 9 月 23 日 ， 苏步青 铜像 揭幕仪式 在 复旦大学 子彬 院前 举行 ， 该 铜像 由 谷超豪 、 胡和生 、 李大潜 、 洪家兴 四位 院士 提议 设立 。,人物关系/师生关系/老师
樊迟,孔子,樊迟 孔子 的 学生 ， 从小 贫穷 ， 但 读书 刻苦 ， 还 懂 种田 。,人物关系/师生关系/老师
仲由,孔子,孔子 说 ： “ 仲由 啊 ， 让 我 教给 你 对待 知 与 不知 的 态度 吧 ！,人物关系/师生关系/老师
颜回,孔子,雍 也 评析 : 颜回 是 孔子 的 得意门生 ， 他 对 孔子 以 “ 仁 ” 为 核心 的 思想 有 深入 的 理解 ， 而且 将 “ 仁 ” 贯穿 于 自己 的 行动 与 言论 当中 。,人物关系/师生关系/老师
颜回,孔子,孔子 看见 颜回 用手 抓 锅里 的 饭 吃 。,人物关系/师生关系/老师
王幼卿,王瑶卿,父亲 王凤卿 是 汪桂芬 传人 ， 伯父 王瑶卿 为 青衣 宗师 ， 弟 王幼卿 亦 为 京剧 名旦 。,人物关系/师生关系/老师
葛玄,左慈,《 抱朴子 内 篇 ‧ 金丹 》 明言 葛玄 师从 左慈 受 金丹 仙经 ， 葛玄 的 道 法 也 没有 直接 得到 任何 一个 家族 子弟 的 传承 。,人物关系/师生关系/老师
薛谭,秦青,译文 : 薛谭 向 秦青 学习 唱歌 ， 还 没有 学尽 秦青 的 技艺 ， 就 以为 学尽 了 ， 于是 就 告辞 回去 。,人物关系/师生关系/老师
马季,侯宝林,名家 小传 名家 论集 刘宝瑞 集 张寿臣 集 侯宝林 集常氏集 苏文茂 集 马季 集中 华 曲艺,人物关系/师生关系/老师
胡青牛,张无忌,在 蝶 谷医仙 胡青牛 逝世 以后 ， 张无忌 堪称 当 世 第一 名医 。,人物关系/师生关系/学生
韩慕侠,周恩来,这位 老人 不无 感慨 地 追忆 了 先父 当年 威服 康泰 尔 的 真实情况 ， 以及 韩慕侠 同 周恩来 同志 间 深 周恩来 厚 的 师徒 情谊 。,人物关系/师生关系/学生
张阿生,郭靖,郭靖 一剑 刺 死 陈玄风 ， 柯镇恶 毒菱 打瞎 梅超风 ， 七怪 之一 张阿生 被 “ 九阴 白骨 爪 ” 夺去 性命 … …,人物关系/师生关系/学生
王重阳,全真七子,孙不二 （ 1119 — 1182 ） 法名 不二 ， 号 清净 散人 ， 或 王重阳 与 全真七子 称 孙仙姑 。,人物关系/师生关系/学生
步鹰,燕双鹰,在 步鹰 的 精心 调教 下 燕双鹰 的 功夫 突飞猛进 。,人物关系/师生关系/学生
吕洞宾,韩湘子,八仙 是 古代 神话传说 中 的 八位 神仙 ， 他们 是 李铁拐 、 钟离权 、 张果老 、 何仙姑 、 蓝采和 、 吕洞宾 、 曹国舅 、 韩湘子 。,人物关系/师生关系/学生
胡青牛,张无忌,常遇春 如实 回答 ， 当 胡青牛 得知 张无忌 时 武当 张翠山 的 儿子 时 ， 脸蕴 怒色 ， 他 的 规矩 是 只 给 明教 弟子 治病 。,人物关系/师生关系/学生
卫夫人,王羲之,⑧ 《 法书 》 ： 王羲之 《 题 卫夫人 笔阵 图 》 ： “ 纸者 阵 也 ， 笔者 刀 稍 也 ， 墨者 鍪 甲 也 ， 砚者 城池 也 ， 本领 者 将军 也 ， 心意 者 副将 也 。 ”,人物关系/师生关系/学生
步鹰,燕双鹰,在 步鹰 的 精心 调教 下 燕双鹰 的 本领 突飞猛进 而,人物关系/师生关系/学生
卫夫人,王羲之,4 家族 成员 : 赵孟頫 浙江 湖州 莲花 庄 雕像 赵孟頫 的 妻子 管道升 也 是 著名 书画家 ， 在 古代 女 书法家 中 地位 仅次于 王羲之 老师 卫夫人 。,人物关系/师生关系/学生
卫夫人,王羲之,王羲之 《 题 卫夫人 笔阵 图后 》 ， 曾 有 以书家 为 将军 的 比喻 ， 但 这里 的 将军 仅仅 是 指书家 个体 创作 时 指挥 纸 、 笔 、 墨 、 砚 的 纵横 挥斥 。,人物关系/师生关系/学生
朱聪,郭靖,郭靖 所学 的 “ 分筋 错骨手 ” 乃是 二 师父 朱聪 自创 。,人物关系/师生关系/学生
王重阳,全真七子,由此 ， 追随 王重阳 在 创派 时 的 七个 胶东 道人 ， 被 称为 “ 全真七子 ” 。,人物关系/师生关系/学生
王重阳,全真七子,第一节 全真七子 拜师 王重阳,人物关系/师生关系/学生
单联全,冯一非,这种 认识 在 冯一非 脑海中 形成 后 ， 逐渐 变得 越来越 强烈 ， 加之 她 从小 喜欢 文学 ， 有 一定 文笔 基础 ， 最终 做出 了 跟 单联全 学习 编剧 的 决定 。,人物关系/师生关系/学生
应天文,韩慕侠,应天文 是 韩慕侠 的 老师 ， 据说 是 他 在 华山 遇到 的 一名 道士 。,人物关系/师生关系/学生
吕洞宾,韩湘子,2 . 该法 因其 假托 汉 钟离 、 吕洞宾 、 韩湘子 、 曹国舅 、 何仙姑 、 蓝 采荷 、 张果老 、 铁拐李 八仙 诸形 （ 态 ） 演之 ， 故 名 。,人物关系/师生关系/学生
吕洞宾,韩湘子,八仙 一般 是 指 铁拐李 、 汉 钟离 、 张果老 、 蓝采和 、 何仙姑 、 吕洞宾 、 韩湘子 、 曹国舅 ， 这 八位 神仙 人物 。,人物关系/师生关系/学生
吕洞宾,韩湘子,汉 钟离 持 蕉叶 ， 铁拐李 拄 拐持 葫芦 ， 曹国舅 持 响板 ， 何仙姑 持 如意 ， 韩湘子 持箫 ， 张国老 骑驴 持 渔鼓 ， 蓝采和 肩 扛 花篮 ， 吕洞宾 持剑 。,人物关系/师生关系/学生
吕洞宾,韩湘子,后经 钟汉 离 、 吕洞宾 搭救 ， 把 “ 鹤儿 ” 送 去 “ 官宦 人家 为子 ” ， 这样 仙鹤 才 转世 ， “ 这 便是 八仙 中 的 韩湘子 ” 。,人物关系/师生关系/学生
卫夫人,王羲之,卫夫人 与 王羲之 的 父亲 王旷 是 中 表亲 ， 故 王羲之 幼时 得亲 承 卫夫人 的 教诲 。,人物关系/师生关系/学生
曹薰铉,李昌镐,半决赛 ： 曹薰铉 1 : 0 金荣桓 小林觉 1 : 0 李昌镐 1997.3 . 9,人物关系/师生关系/学生
卫夫人,王羲之,最 根本 的 是 王羲之 的 反叛 精神 ， 这种 精神 不是 从 他 的 老师 卫夫人 那里 得来 的 ， 而是 从 他 夫人 肚皮 上 得来 的 。,人物关系/师生关系/学生
曹薰铉,李昌镐,本届 杯赛 刘昌赫 第一个 出场 ， 先后 战胜 了 曹薰铉 、 李世石 等 高手 一路 连胜 ， 已 实现 了 13 连胜 ， 正在 向 李昌镐 的 纪录 逼近 。,人物关系/师生关系/学生
文殊广法天尊,金吒,李靖 ： “ 大儿子 叫 金吒 ， 拜 在 文殊广法天尊 门下 ； 二儿 名 木吒 ， 拜 普贤 真人 为师 。,人物关系/师生关系/学生
吕洞宾,韩湘子,吕洞宾 和 汉 钟离 深感 事关重大 ， 于是 立刻 鸣钟 召集 何仙姑 、 蓝采和 、 韩湘子 、 曹国舅 、 张果老 和 铁拐李 前来 议事 。,人物关系/师生关系/学生
云中子,雷震子,云中子 作罢 诗 ， 命 雷震子 ； “ 随 我 进洞 来 。 ”,人物关系/师生关系/学生
吕洞宾,韩湘子,二条 ： 吕洞宾 ， 额滴 神 啊 ， 这是 抽象派 的 风流倜傥 么 三条 ： 曹国舅 ， 头戴 官帽 ， 这 还是 比较 靠 谱 的 四条 ： 韩湘子 ， 这 发型 。,人物关系/师生关系/学生
