刘遵,梁书,《 梁书 · 刘遵 传 》 ： “ 大同 元年 ， 卒 官 。,NAN
朱七七,沈浪,朱七七 处处 讨好 沈浪 ， 在 交往 之中 ， 七七 发现自己 真正 地爱上 了 沈浪 。,人物关系/亲属关系/配偶/丈夫/现夫
尤氏,贾珍,“ 尤氏 也 不便 听 ， 只命 锁 着 ， 等 贾珍 来 发放 。 ”,人物关系/亲属关系/配偶/丈夫/现夫
阎婆惜,宋江,事 被 阎婆惜 发觉 ， 就 以此 威胁 宋江 ， 反 被 宋江 杀死 ， 宋江遂 逃往 梁山泊 入草 。,人物关系/亲属关系/配偶/丈夫/现夫
潘金莲,武大郎,其中 《 五花 洞 》 由 陈宝亮 饰 武大郎 、 赵玉 菁饰 潘金莲 ， 秦慧芬 、 马述 贤 、 章遏云 、 戴绮霞 饰假 潘金莲 。,人物关系/亲属关系/配偶/丈夫/现夫
毛福梅,蒋介石,毛福梅 在 新婚之夜 闹 了 个 洞房 空守 ， 对 蒋介石 怨 一阵 ， 恨 一阵 ， 到头来 还是 谅解 了 他 。,人物关系/亲属关系/配偶/丈夫/现夫
何泽慧,钱三强,有 女 何泽慧 、 何贻贞 、 何泽瑛 是 为 中国 科学界 三 女杰 ， 何泽慧 是 为 钱三强 之 夫人 。,人物关系/亲属关系/配偶/丈夫/现夫
吴君如,陈可辛,秋生 、 王家卫 、 王晶 、 陈可辛 、 任达华 、 吴镇宇 、 张曼玉 、 郑裕玲 、 吴君如 、 梅艳芳 、 郑秀文 等 人 都 非常 崇敬 他 。,人物关系/亲属关系/配偶/丈夫/现夫
蔡旻纹,林传凯,蔡依林 的 姐姐 蔡旻纹 ， 2010 年 7 月 与 台湾 大同 集团 第三代 林传凯 共 结连 理 。,人物关系/亲属关系/配偶/丈夫/现夫
樊梨花,薛丁山,第四十三回 樊梨花 诰封 极品 薛丁山 拜上 寒江,人物关系/亲属关系/配偶/丈夫/现夫
双儿,韦小宝,可是 风际中 来得 好快 ， 双儿 要 将 韦小宝 放下 ， 让 他 发射 ‘ 含沙射影 ’ 暗器 ， 其势 已然 不及 ， 危急 之中 ， 奋力 将 他 身子 抛 了 出去 。,人物关系/亲属关系/配偶/丈夫/现夫
蒋雯丽,顾长卫,当 婚姻 遭遇 “ 7 年 之 痒 ” 时 蒋雯丽 VS 顾长卫,人物关系/亲属关系/配偶/丈夫/现夫
樊梨花,薛丁山,《 说 唐三 传 》 ， 又名 《 异说 后唐 传 三集 薛丁山 征西 樊梨花 全传 》 ， 九十 回 ， 其中 后续 两回 。,人物关系/亲属关系/配偶/丈夫/现夫
马小玲,况天佑,"况天佑 : 红眼 僵尸 , 与 马小玲 相爱 , 在 人 神之战 和 消失 。",人物关系/亲属关系/配偶/丈夫/现夫
赵姨娘,贾政,赵姨娘 在 求 贾政 把 彩霞 给 贾环 做 妾 时 ， 同样 也 是 摒退 丫鬟 ， 大进 谗言 ， 说 宝玉 房里 早已 有人 了 ， 贾环 房里 也 应该 有个 云云 。,人物关系/亲属关系/配偶/丈夫/现夫
宋凝,沈岸,宋凝 死后 ， 君拂不愿 其 真心 空负 ， 反弹 华胥 引 ， 沈岸 方知 非是 此时 错爱 ， 竟是 当初 错认 ， 相救 之人原 是 宋凝 ， 柳萋萋 不过 冒名 。,人物关系/亲属关系/配偶/丈夫/现夫
萧薰儿,萧炎,随后 在 萧炎 晋及 斗帝 后 随 萧炎 和 萧薰儿 （ 古熏儿 ） 进入 大千世界 ， 成为 无尽 火域 主母 。,人物关系/亲属关系/配偶/丈夫/现夫
马小玲,况天佑,"而 这次 我 写 的 主角 , 不是 况天佑 与 马小玲 , 而是 电视剧 里 未曾 出现 过 的 尹天 和 马颖 儿 。",人物关系/亲属关系/配偶/丈夫/现夫
张美珠,赵忠祥,张美珠 ， 赵忠祥 妻子 。,人物关系/亲属关系/配偶/丈夫/现夫
熊美玲,林秋离,No.204 铁齿 的 人 林秋离 熊美玲 张清芳,人物关系/亲属关系/配偶/丈夫/现夫
潘金莲,武大郎,《 水浒传 》 写 武大郎 被 潘金莲 毒死 以后 ， 就是 丐头 何九叔 带 着 乞丐 去 入殓 的 。,人物关系/亲属关系/配偶/丈夫/现夫
宣姜,卫宣公,宣姜 本是 卫宣公 之子 伋 的 未婚妻 ， 不幸 被 宣公 霸占 ， 后来 又 与 庶子 顽 私通 ， 劣迹 斑斑 。,人物关系/亲属关系/配偶/丈夫/现夫
尤氏,贾珍,这 显然 是 个 托词 ， 是 尤氏 发现 了 贾珍 的 丑事 ， 说不定 两人 之间 还 发生 过 争吵 。,人物关系/亲属关系/配偶/丈夫/现夫
赵雅倩,赵鑫鑫,3 新婚 : 7 月 10 日 ， 24 岁 的 象棋 世界冠军 赵鑫鑫 在 家乡 浙江 温岭 登记 结婚 ， 新娘 是 天津 棋手 赵雅倩 。,人物关系/亲属关系/配偶/丈夫/现夫
樊梨花,薛丁山,《 薛丁山 与 樊梨花 》 饰 杨藩,人物关系/亲属关系/配偶/丈夫/现夫
关平,关羽,关平 演义 描写 : 真三国 无双 6 关平原 画 在 《 三国演义 》 中 ， 关平 是 关羽 在 战乱 中所收 之 义子 ， 亲父 名为 关定 ， 有 一亲 兄 名为 关宁 。,人物关系/亲属关系/血亲/自然血亲/父母/生父
关兴,关羽,在 澄江 的 民间 ， 流传 着 李遗 由 诸葛亮 做媒 迎娶 了 关平 ， 关兴 之妹 、 关羽 之女 关银屏 的 传说 。,人物关系/亲属关系/血亲/自然血亲/父母/生父
胡亥,秦始皇,秦始皇 死后 ， 与 李斯 合谋 ， 伪造 遗诏 ， 逼死 皇 长子 扶苏 自杀 ， 自 任 丞相 ， 把持 朝政 后 又 害死 胡亥 ， 立子 婴为帝 ， 后 被子 婴 诛杀 。,人物关系/亲属关系/血亲/自然血亲/父母/生父
李讷,毛泽东,3 婚后 生活 : 中国 红色 文化 国际交流 促进会 会长 王景清 ， 是 毛泽东 的 女儿 李讷 的 丈夫 ， 与 李讷 共度 了 近 30 年 的 风雨 岁月 。,人物关系/亲属关系/血亲/自然血亲/父母/生父
李启铭,李刚,集体 造句 症 造句 示范 : 1 、 “ 官 二代 ” 李启铭 撞人后 一句 ， “ 我爸 是 李刚 ！ ”,人物关系/亲属关系/血亲/自然血亲/父母/生父
常茂,常遇春,郑国公 明朝 郑国公 : 郑国公 常茂 : 常茂 ， 明朝 开国 名臣 常遇春 之子 。,人物关系/亲属关系/血亲/自然血亲/父母/生父
张无忌,张翠山,张翠山 人物 死因 : 在 张无忌 的 少年时期 ， 有 两件 对 他 一生 影响 极大 的 事 ： 一是 他 的 父母 双双 自杀 ， 吴镇宇 版 张翠山 ( 13 张 ),人物关系/亲属关系/血亲/自然血亲/父母/生父
刘禅,刘备,费祎 、 董允 为 侍中 和 侍郎 ， 共 为 刘备 、 诸葛亮 所 赏识 ， 后 服侍 后主 刘禅 （ 阿斗 ） 。,人物关系/亲属关系/血亲/自然血亲/父母/生父
扶苏,秦始皇,建于 前 212 年 至 210 年 ， 由 秦始皇 大将 蒙恬 和 太子 扶苏 ， 耗费 了 大量 人力物力 ， 旷时费 日 修筑 而成 的 。,人物关系/亲属关系/血亲/自然血亲/父母/生父
关平,关羽,关兴 人物 生平 : 关兴 ， 字 安国 ， 河东 解县 （ 今 山西 运城 ） 人 ， 汉末 名将 关羽 次子 ， 关平 之弟 。,人物关系/亲属关系/血亲/自然血亲/父母/生父
李京龙,李春江,作为 李春江 的 儿子 ， 李京龙 很 好 的 遗传 了 父亲 良好 的 手感 。,人物关系/亲属关系/血亲/自然血亲/父母/生父
黄兆函,黄宏,编剧 ： 王宏 、 张振彬 、 黄兆函 、 黄宏,人物关系/亲属关系/血亲/自然血亲/父母/生父
李芳远,李成桂,时 李成桂 第五 子 李芳远 丁忧 在家 ， 派 判典 客事 赵英 圭 杀害 郑梦周 。,人物关系/亲属关系/血亲/自然血亲/父母/生父
叶开,白天羽,随后 马空群 带 叶开 来到 他 的 结拜 义兄 白天羽 墓前 ， 谈话 中 他 让 叶开 离开 边城 ， 遭到 叶开 的 拒绝 。,人物关系/亲属关系/血亲/自然血亲/父母/生父
薛丁山,薛仁贵,例如 岳飞 、 薛仁贵 、 盖 苏文 、 樊梨花 、 薛丁山 等 人物 就是 如此 。,人物关系/亲属关系/血亲/自然血亲/父母/生父
袁克文,袁世凯,潭 的 北侧 有 巨石 ， 上书 袁世凯 少子 袁克文 的 题刻 “ 流水 音 ” 。,人物关系/亲属关系/血亲/自然血亲/父母/生父
贾琏,贾赦,贾赦 、 贾琏 搭便车 — — 人浮于事 的 红楼 集团 （ 21 ）,人物关系/亲属关系/血亲/自然血亲/父母/生父
毛岸青,毛泽东,毛岸青 生平 生平 : 毛岸青 早年 生活 : 毛岸青 是 毛泽东 和 第一任 妻子 杨开慧 的 二 儿子 ， 1923 年 11 月 23 日出 生于 湖南 长沙 东乡 板仓 。,人物关系/亲属关系/血亲/自然血亲/父母/生父
单嘉筠,单士元,先父 单士元 从师 孟森 先生 二三 事 / 单嘉筠,人物关系/亲属关系/血亲/自然血亲/父母/生父
陈昊苏,陈毅,《 陈毅 诗选 》 是 2011 年 外语教学与研究出版社 出版 的 图书 ， 作者 是 陈昊苏 。,人物关系/亲属关系/血亲/自然血亲/父母/生父
郝志鹏,郝升山,长春 砍手 门 警方 处理 : 郝志鹏 的 母亲 杜夏娟 已于 8 日晚 被 派出所 带走 调查 ， 郝志鹏 与 父亲 郝升山 于 9 日晚 向 公安局 投案自首 。,人物关系/亲属关系/血亲/自然血亲/父母/生父
诸葛京,诸葛瞻,诸葛京 ， 诸葛瞻 次子 黄月英 曾孙 : 诸葛 颢 ， 诸葛攀 之子,人物关系/亲属关系/血亲/自然血亲/父母/生父
朱见深,朱祁镇,3 家庭成员 : 父亲 : 周能 弟弟 : 周寿 、 周 彧 夫君 : 明英宗 朱祁镇 （ 睿 皇帝 ） 儿女 : 宪宗 纯 皇帝 朱见深 、 崇简王 朱见泽 、 重庆 公主,人物关系/亲属关系/血亲/自然血亲/父母/生父
徐夫人,徐琨,徐夫人 ， 徐琨 女 ， 抚养 孙登 ， 因 性格 嫉妒 被 废黜 。,人物关系/亲属关系/血亲/自然血亲/父母/生父
傅敏,傅雷,当 傅敏 主动 要求 上 音乐学院 附中 时 ， 万万 没有 料到 ， 傅雷 摇头 ！,人物关系/亲属关系/血亲/自然血亲/父母/生父
关平,关羽,此外 ， 元杂剧 《 寿亭 侯怒 斩 关平 》 和 《 寿亭 侯 五关 斩 将 》 更是 在 标题 中 就 称 关羽 为寿亭 侯 。,人物关系/亲属关系/血亲/自然血亲/父母/生父
刘禅,刘备,马秉 相关 人物 : 马良 、 马谡 、 马氏 五常 、 诸葛亮 、 刘备 、 刘禅,人物关系/亲属关系/血亲/自然血亲/父母/生父
马友友,马孝骏,马友友 一九五五年 生于 巴黎 ， 是 祖籍 浙江 的 华人 ， 父亲 马孝骏 博士 是 位 小提琴 音乐家 ， 曾 在 台湾 的 文化 学院 音乐系 任教 。,人物关系/亲属关系/血亲/自然血亲/父母/生父
路易一世,罗贝尔,1 历史沿革 : 第一位 有 此 称号 的 领主 是 克莱蒙 伯爵 法兰西 的 罗贝尔 和 波旁 领地 的 女 继承人 勃艮第 的 比 阿特 丽斯 的 长子 路易一世 公爵 。,人物关系/亲属关系/血亲/自然血亲/父母/生父
扶苏,秦始皇,秦始皇 死后 ， 他 与 赵高 定谋 ， 改 遗诏 ， 杀 始皇 长子 扶苏 ， 立少子 胡亥 为帝 。,人物关系/亲属关系/血亲/自然血亲/父母/生父
后稷,姜嫄,姜嫄 踏 巨人 足迹 而 怀孕 ， 生 下 后稷 。,人物关系/亲属关系/血亲/自然血亲/父母/生母
彭湃,周凤,当 他 知道 彭湃 母亲 周凤 想 找 一户 人家 ， 抚养 即将 降世 的 孙儿 时 ， 毅然 承担 起 这个 责任 。,人物关系/亲属关系/血亲/自然血亲/父母/生母
王诗龄,李湘,2 月 ， 王诗龄 王诗龄 和 妈妈 李湘 一起 代言 滴露 洗手液 并 拍摄 电视广告 ， 这是 滴露 品牌 进入 中国 后 首次 签约 代言人 。,人物关系/亲属关系/血亲/自然血亲/父母/生母
李嫣,王菲,2006 年 5 月 27 日 ， 王菲 产下 女儿 李嫣 。,人物关系/亲属关系/血亲/自然血亲/父母/生母
谷萍儿,白湘瑶,谷萍儿 虽然 继承 了 其母 白湘瑶 的 媚术 ， 但是 总让 人 感觉 她 并非 妖女 ， 而 仅仅 是 媚 女 罢了 。,人物关系/亲属关系/血亲/自然血亲/父母/生母
郝志鹏,杜夏娟,对 犯罪 嫌疑人 “ 醒 煤 ” 设备 个体经营者 郝升山 、 杜夏娟 及其 儿子 郝志鹏 进行 刑事拘留 。,人物关系/亲属关系/血亲/自然血亲/父母/生母
刘星,刘梅,夏东海 转而 劝 刘梅 对 刘星 要 慢慢来 ， 要 说服 不能 压服 。,人物关系/亲属关系/血亲/自然血亲/父母/生母
后稷,姜嫄,1 姜嫄 古墓 小 华山 : 姜塬 墓 位于 武功 县 武功 镇 华山 之巅 ， 姜塬 生 “ 后稷 ” 名 “ 弃 ” 。,人物关系/亲属关系/血亲/自然血亲/父母/生母
马友友,卢雅文,卢雅文 说 ， 马友友 六岁 的 时候 ， 他会 拉琴 让 妈妈 听 ， 同 一首 曲子 ， 他 有 多种不同 的 拉法 ， 让 妈妈 听 ， 然后 问 妈妈 “ 你 喜欢 那个 ？ ”,人物关系/亲属关系/血亲/自然血亲/父母/生母
朱常洵,郑贵妃,在 众 大臣 的 请求 下 ， 皇帝 最 宠爱 的 郑贵妃 生 的 儿子 、 福王 朱常洵 不得不 搬往 封地 的 河南 洛阳 。,人物关系/亲属关系/血亲/自然血亲/父母/生母
杨不悔,纪晓芙,10 灭绝师太 、 杨逍 、 纪晓芙 、 杨不悔 和 殷梨亭 / 179,人物关系/亲属关系/血亲/自然血亲/父母/生母
爱德华王子,伊丽莎白二世,威塞 克斯伯爵 爱德华王子 殿下 （ 伊丽莎白二世 的 三子 . 1964 年生 ）,人物关系/亲属关系/血亲/自然血亲/父母/生母
贾午,郭槐,郭槐 过世 后 ， 贾南风 不能 遵其 遗言 ， 不但 仍 与 赵粲 、 贾午 往来 ， 更 谋杀 司马遹 ， 终 於 导致 贾家 败亡 、 自身 被 废 的 下场 。,人物关系/亲属关系/血亲/自然血亲/父母/生母
贾兰,李纨,简介 ： 李纨 字 宫裁 ， 贾珠之 妻 ， 生有 儿子 贾兰 。,人物关系/亲属关系/血亲/自然血亲/父母/生母
杨不悔,纪晓芙,杨逍 有 一女 杨不悔 ， 是 他 和 峨嵋 女侠 纪晓芙 所 生 。,人物关系/亲属关系/血亲/自然血亲/父母/生母
曹矩,尹夫人,尹氏 （ 尹夫人 ） ： 曹操 之妾 ， 生有 曹矩 一 子 。,人物关系/亲属关系/血亲/自然血亲/父母/生母
秦始皇,赵姬,1 名词 释义 : 中国 历史 上 第一位 被 授予 此 称号 的 ， 是 秦始皇 之母 赵姬 。,人物关系/亲属关系/血亲/自然血亲/父母/生母
郭靖,李萍,李萍 流落 蒙古 ， 生 下 郭靖 。,人物关系/亲属关系/血亲/自然血亲/父母/生母
陈品亨,徐世荣,陈品亨 是 陈鸿烈 与其 第二任 太太 徐世荣 在 结婚 第二年 所生 的 大 女儿 ， 陈品亨 还有 一 弟弟 。,人物关系/亲属关系/血亲/自然血亲/父母/生母
元怀,高照容,广平 文 穆王 元怀 ， 生母 文昭皇后 高照容 。,人物关系/亲属关系/血亲/自然血亲/父母/生母
齐安大君,安顺王后,齐安大君 （ 제 안 대 군 ， 1466 年 － 1525 年 ） ， 名 李 琄 ， 字 “ 国宝 ” ， 谥 “ 灵孝 ” ， 朝鲜 睿宗 李晄 嫡 次子 ， 生母 为 安顺王后 韩氏 。,人物关系/亲属关系/血亲/自然血亲/父母/生母
岳灵珊,宁中则,岳灵珊 是 金庸 武侠小说 《 笑傲江湖 》 中 的 人物 ， 华山派 掌门人 岳不群 和 女侠 宁中则 的 女儿 ， 令狐冲 最 心爱 的 小 师妹 。,人物关系/亲属关系/血亲/自然血亲/父母/生母
王嘉莉,李靓蕾,（ 王力宏 女儿 ） : 王嘉莉 ， 2014 年 7 月 9 日 出生 ， 亚洲 天王 王力宏 之女 ， 母亲 李靓蕾 。,人物关系/亲属关系/血亲/自然血亲/父母/生母
后稷,姜嫄,后稷 之所以 “ 克配 于 天 ” ， 在 《 生民 》 序中 说 得 再 明白 不过 ： “ 后稷 生于 姜嫄 ， 文 、 武之功 起于 后稷 ， 故 推以 配天 也 。 ”,人物关系/亲属关系/血亲/自然血亲/父母/生母
王禹心,季芹,王禹心 ， 小名 乐乐 ， 女 ， 2006 年 11 月 19 日出 生于 台湾 ， 是 偶像 组合 5566 副团长 王仁甫 与 台湾 艺人 季芹 的 女儿 。,人物关系/亲属关系/血亲/自然血亲/父母/生母
刘禅,甘夫人,在 长阪 坡 的 恶战 中 ， 奋力 保护 刘禅 和 甘夫人 脱险 ； 刘备 西征 时期 ， 为 平定 益州 战 做出 贡献 。,人物关系/亲属关系/血亲/自然血亲/父母/生母
岳灵珊,宁中则,岳灵珊 「 萨宛儿 」 （ 华山派 岳不群 与 宁中则 独女 ， 后 嫁予 林平之 为妻 ） 【 被 林平之 所杀 】,人物关系/亲属关系/血亲/自然血亲/父母/生母
周海婴,许广平,1927 年 与 许广平 女士 结婚 ， 生有 一男名 周海婴 。,人物关系/亲属关系/血亲/自然血亲/父母/生母
李青萝,李秋水,另外 ， 丁春秋 与 李秋水 曾带 李青萝 在 苏州 生活 ， 并 将 琅 缳 福地 的 藏书 搬 到 苏州 ， 这才 造就 了 王语嫣 的 武学 知识 。,人物关系/亲属关系/血亲/自然血亲/父母/生母
孙翎茜,贾静雯,2014 年 10 月 ， 贾静雯 与 修杰楷 遛狗 、 散步 ， 孙翎茜 同行 。,人物关系/亲属关系/血亲/自然血亲/父母/生母
祝大姑,祝有涯,祝大姑 十分 担心 祝有涯 ， 派出 蛊兽 根据 祝有涯 的 气味 追踪 他 ， 无意 中令 祝有涯 身亡 。,人物关系/亲属关系/血亲/自然血亲/子女/儿子
秦始皇,胡亥,十二 、 秦始皇 与 二世 胡亥 的 兴亡,人物关系/亲属关系/血亲/自然血亲/子女/儿子
张翠山,张无忌,"穿越 了 , 穿越 也好 , 还是 张无忌 他姐 , 不过 是 金毛狮 王 的 义女 , 张翠山 与 殷素素 的 女儿 , 不仅 是 赚 , 而且 赚 翻 了 … …",人物关系/亲属关系/血亲/自然血亲/子女/儿子
甄云龙,甄子丹,甄云龙 是 甄子丹 的 父亲 ， 出 生于 广东 台山 汶 村小 担 太和村 ， 是 香港 《 星岛日报 》 的 波士顿 编辑 ， 喜爱 音乐 的 他 还 擅长 演奏 小提琴 和 二胡 。,人物关系/亲属关系/血亲/自然血亲/子女/儿子
贾珍,贾蓉,凤姐计 赚 尤二姐 、 大闹 宁国府 ， 事情 也 起于 贾珍 、 贾蓉 ， 而 贾蓉 又 与 凤姐 有着 不可告人 的 关系 ， 他 还是 与 凤姐 最亲 的 秦氏 的 丈夫 哩 ！,人物关系/亲属关系/血亲/自然血亲/子女/儿子
贾珍,贾蓉,他 上 有 贾珍 溺爱 ， 下 有 贾蓉 匡助 ， 越发 自大 起来 。,人物关系/亲属关系/血亲/自然血亲/子女/儿子
刘备,刘禅,办完 刘备 的 丧事 回到 成都 ， 后主 刘禅 继位 。,人物关系/亲属关系/血亲/自然血亲/子女/儿子
殷素素,张无忌,进而 ， 张无忌 作为 武当 名侠 张翠山 与 天鹰 教 “ 妖女 ” 殷素素 的 儿子 ， 他 身上 流动 着 的 血脉 也 是 正 、 邪 两派 的 中 和 。,人物关系/亲属关系/血亲/自然血亲/子女/儿子
贾敬,贾珍,大色空 十二 贾氏 : ： 贾敬 、 贾赦 、 贾政 、 贾宝玉 、 贾琏 、 贾珍 、 贾环 、 贾蓉 、 贾兰 、 贾芸 、 贾蔷 、 贾芹 。,人物关系/亲属关系/血亲/自然血亲/子女/儿子
成龙,房祖名,《 千机变 Ⅱ 》 是 一部 由 梁柏坚 ， 元奎 联合 执导 ， 房祖名 ， 钟欣桐 ， 蔡卓妍 ， 陈柏霖 ， 甄子丹 ， 成龙 等 主演 的 典型 中国式 魔幻 电影 。,人物关系/亲属关系/血亲/自然血亲/子女/儿子
胡一刀,胡斐,1964 年 ， 制片方 ： 峨嵋 电影 公司 ， 主演 ： 江汉 饰 胡一刀 / 胡斐 ， 欧嘉慧饰 袁紫衣 ， 上官玉 饰 程灵素,人物关系/亲属关系/血亲/自然血亲/子女/儿子
秦始皇,胡亥,秦始皇 死后 ， 丞相 李斯 和 中 车府 令 赵高 假造 秦始皇 遗诏 ， 立 胡亥 为 太子 ， 赐 蒙恬 死罪 。,人物关系/亲属关系/血亲/自然血亲/子女/儿子
杨铁心,杨康,《 铁血丹心 》 主要 讲述 郭靖 ， 杨康 两位 男主角 的 父辈 故事 和 他们 的 少年 ， 而 “ 铁血丹心 ” 一词 是从 杨康 的 父亲 “ 杨铁心 ” 而 来 。,人物关系/亲属关系/血亲/自然血亲/子女/儿子
许仙,许仕林,胡媚娘 在 最好 的 年纪 里 遇到 了 最好 的 人 ， 许仕林 比 许仙 好 了 不是 一倍 两倍 ， 这 是 她 的 运气 也 是 眼力 。,人物关系/亲属关系/血亲/自然血亲/子女/儿子
刘备,刘禅,” 刘备 又 要 刘禅 视 诸葛亮 为父 。,人物关系/亲属关系/血亲/自然血亲/子女/儿子
秦始皇,胡亥,3 人物 介绍 : 秦二世 胡亥 是 秦朝 的 第二个 皇帝 ， 也 是 最后 一个 ， 他 使 秦始皇 希望 皇位 传 万世 万代 的 的 好 梦 彻底 破灭 了 。,人物关系/亲属关系/血亲/自然血亲/子女/儿子
唐姬,刘发,唐姬 生 长沙 定王 刘发 。,人物关系/亲属关系/血亲/自然血亲/子女/儿子
王健林,王思聪,这 意味着 ， 王健林 以及 王思聪 拥有 万达 集团 100% 股权 。,人物关系/亲属关系/血亲/自然血亲/子女/儿子
