尤二姐,贾琏,此事 终 被 凤姐 探知 ， 她 乘 贾琏 外出 机会 ， 把 尤二姐 赚入 大观园 ， 再用 各种 毒辣 办法 孤立 和 摧残 尤二姐 。,人物关系/亲属关系/配偶/丈夫/现夫
江珊,高曙光,《 原则 》 （ 饰 ： 刘中 ） （ 刑警队 中队长 ） （ 合作 演员 ： 陈宝国 高曙光 江珊 ）,人物关系/亲属关系/配偶/丈夫/前夫
傅明宪,叶剑波,叶剑波 和 第二任 妻子 前 香港 TVB 女星 、 《 神雕侠侣 》 郭 芙 扮演者 傅明宪,人物关系/亲属关系/配偶/丈夫/前夫
施南生,徐克,徐克 感情生活 : 1978 年 徐克 与 施南生 相识 ， 1996 年 在 美国 举行 婚礼 。,人物关系/亲属关系/配偶/丈夫/前夫
何超琼,许晋亨,后来 以小三 姿态 插足 许晋亨 与 何超琼 。,人物关系/亲属关系/配偶/丈夫/前夫
傅明宪,叶剑波,叶剑波 更频 现港媒 的 娱乐 版面 ， 和 其妻 － － － 前 香港 TVB 女星 、 《 神雕侠侣 》 “ 郭 芙 ” 扮演者 傅明宪 联袂 出现 ， 时常 亮相 公益活动 。,人物关系/亲属关系/配偶/丈夫/前夫
许婧,陈赫,9 月 16 日 七点 左右 ， 陈赫 和 许婧 出现 在 上海浦东 机场 准备 启程 到 泰国 普吉岛 筹备 自己 的 梦幻 海滩 婚礼 。,人物关系/亲属关系/配偶/丈夫/前夫
施南生,徐克,针对 此事 ， 徐克 在 2008 年 11 月 27 日 接受 《 艺术人生 》 栏目 访问 时 表示 ， 除了 父母 之外 ， 施南生 是 她 生命 中 最 重要 的 人 。,人物关系/亲属关系/配偶/丈夫/前夫
施南生,徐克,【 策划 】 ： 徐克 施南生,人物关系/亲属关系/配偶/丈夫/前夫
丁英,李双江,李双江 被 媒体 曝出 还 曾 经历 过 一段 婚姻 ， 丁英 也 因此 首 曝光 。,人物关系/亲属关系/配偶/丈夫/前夫
韦尼子,王玄应,自皇 郑膺籙 ， 历选 徳门 ， 作配 储后 （ 王玄应 ） ， 聘公 长女 （ 韦尼子 ） 为 太子妃 ， 乃下 诏 曰 : 公门 著嘉庸 ， 可赠 大将军 ， 谥 曰 懿 公 。,人物关系/亲属关系/配偶/丈夫/前夫
金友庄,高凌风,高凌风 、 金友庄,人物关系/亲属关系/配偶/丈夫/前夫
张洁,周立波,张洁 博客 事件 : 2009 年 7 月 5 日 ， 周立波 的 前妻 张洁 在 网上 大 揭其 “ 前尘 旧事 ” ， 并 声称 周立波 被 温州 富婆 包养 。,人物关系/亲属关系/配偶/丈夫/前夫
丁英,李双江,丁英 ， 舞蹈演员 ， 李双江 前妻 ， 曾经 是 位 非常 出色 的 舞蹈演员 ， 两人 在 一起 共同 生活 了 几十年 ， 并育 有 一子 取名为 李贺 。,人物关系/亲属关系/配偶/丈夫/前夫
江珊,高曙光,2003 年 10 月 ， 江珊 、 高曙光 离婚 ， 女儿 高亦心 由 江珊 抚养 。,人物关系/亲属关系/配偶/丈夫/前夫
张洁,周立波,1990 年 ， 周立波 爱上 了 比 自己 大 6 岁 的 女子 张洁 ， 却 受到 女方 父母 的 坚决 反对 。,人物关系/亲属关系/配偶/丈夫/前夫
张洁,周立波,周立波 ： 房子 是 我 买 的 ， 但是 户主 写 的 是 张洁 妹妹 的 名字 ， 房子 的 按揭 款 也 是 我 直接 打到 卡 上去 的 … …,人物关系/亲属关系/配偶/丈夫/前夫
许婧,陈赫,陈赫 、 许婧,人物关系/亲属关系/配偶/丈夫/前夫
傅明宪,叶剑波,1999 年底 ， 叶剑波 迎娶 香港 女星 傅明宪 ， 后 颓势 大 变 ， 很快 起死回生 、 化危 为 安 。,人物关系/亲属关系/配偶/丈夫/前夫
金友庄,高凌风,林美秀 、 高凌风 、 金友庄 、 葛兆恩 、 松本 秀树 、 大介 、 康丁 、 阿布 、 汪建民,人物关系/亲属关系/配偶/丈夫/前夫
何超琼,许晋亨,何超琼 = 许晋亨,人物关系/亲属关系/配偶/丈夫/前夫
严英云,徐良,（ 二 ） 人物 故事 : 剧中 的 严英云 出身 于 阔气 人家 ， 从小 就 与 徐良 指腹为婚 。,人物关系/亲属关系/配偶/丈夫/未婚夫
左蓝,余则成,2008 年 在 孙红雷 、 姚晨 主演 的 谍战剧 《 潜伏 》 中 扮演 左蓝 是 余则成 的 未婚妻 ， 也 是 余则成 被 成功 策反 的 关键人物 [ 18 - 19 ] 。,人物关系/亲属关系/配偶/丈夫/未婚夫
尤三姐,柳湘莲,尤三姐 羞愤 自刎 ， 柳湘莲 悔恨 不已 看破红尘 出家 ....,人物关系/亲属关系/配偶/丈夫/未婚夫
尤三姐,柳湘莲,贾琏 将 鸳鸯 剑 带回 ， 并 告知 此事 ， 尤三姐 从此 日夜 盼望着 柳湘莲 的 到来 。,人物关系/亲属关系/配偶/丈夫/未婚夫
左蓝,余则成,余则成 无意 中 发现 戴笠 等 人为 私利 而 向 日军 泄露 新四军 情报 ， 也 彻底 看清 国民党 失去 民心 的 原因 ， 加上 左蓝 的 劝告 ， 遂 弃暗投明 。,人物关系/亲属关系/配偶/丈夫/未婚夫
唐悠悠,关谷神奇,原 剧中 9 大 主角 曾小贤 、 胡一菲 、 吕子乔 、 陈美嘉 、 关谷神奇 、 唐悠悠 、 陆展博 、 林宛瑜 、 张伟 等 将 悉数 亮相 手游 ！,人物关系/亲属关系/配偶/丈夫/未婚夫
顾倩兮,卢云,但据 讲武堂 网站 上 的 介绍 说 ， 卢云 是 个 大团圆 的 结局 ， 和 顾倩兮 双宿双飞 了 。,人物关系/亲属关系/配偶/丈夫/未婚夫
尤三姐,柳湘莲,但 因 柳湘莲 误 听 他人 传言 ， 怀疑 尤三姐 也 是 个 不 干净 之 人 ， 要 索回 定礼 ， 刚烈 的 尤三姐 在 奉还 定礼 时 拔剑 自刎 。,人物关系/亲属关系/配偶/丈夫/未婚夫
林黛羽,俞佩玉,后来 林黛羽 为 救 俞佩玉 假施 苦肉计 ， 在 红莲花 把 她 带走 之后 就 没有 更新 的 消息 。,人物关系/亲属关系/配偶/丈夫/未婚夫
唐悠悠,关谷神奇,阿邦 角色 简介 : 与 妻子 阿冰谈 了 三年 的 恋爱 ， 就 在 准备 举办 婚礼 的 前 三个 月 ， 差点 分手 ， 幸亏 关谷神奇 和 唐悠悠 把 他们 俩 劝 和 。,人物关系/亲属关系/配偶/丈夫/未婚夫
严英云,徐良,后来 ， 她 又 拿 住 徐良 的 妻子 严英云 ， 逼 着 徐良 跟 她 练 剑 。,人物关系/亲属关系/配偶/丈夫/未婚夫
尤三姐,柳湘莲,二姐 和 贾珍 原有 不 清白 ， 贾琏 知道 贾珍想 把 三姐 玩弄 ， 尤三姐 将珍 、 琏 大 骂 ， 三姐 意中人 为 柳湘莲 ， 贾琏 外出 办事 ， 路遇 薛蟠 、 柳湘莲 。,人物关系/亲属关系/配偶/丈夫/未婚夫
杜晓苏,雷宇峥,雷宇峥 威胁 杜晓苏 结束 两人 的 关系 ， 让 不知情 的 邵振嵘 痛苦 不已 。,人物关系/亲属关系/配偶/丈夫/未婚夫
尤三姐,柳湘莲,但 因 柳湘莲 误 听 他人 传言 ， 怀疑 尤三姐 也 是 个 不 乾净 之 人 ， 要 索回 定礼 ， 刚烈 的 尤三姐 在 奉还 定礼 时 拔剑 自刎 。,人物关系/亲属关系/配偶/丈夫/未婚夫
杜晓苏,雷宇峥,原来 杜晓苏 当年 一夜 放纵 并 失身 的 对象 就是 雷宇峥 。,人物关系/亲属关系/配偶/丈夫/未婚夫
尤三姐,柳湘莲,尤二姐 吞金 自尽 ， 浪荡子 贾琏 痛心 流泪 ； 尤三姐 伏剑 自刎 ， 冷二郎 柳湘莲 遁入空门 ； 林黛玉 泪尽 自亡 ， 怡红 公子 贾宝玉 心属 情憎 。,人物关系/亲属关系/配偶/丈夫/未婚夫
林黛羽,俞佩玉,就 像 赵灵儿 对于 李逍遥 的 重要性 一样 ， 林黛羽 在 俞佩玉 的 心灵 中 自始至终 都 占据 第一位 ， 即使 此后 三分之二 的 篇幅 她 根本 没 出场 。,人物关系/亲属关系/配偶/丈夫/未婚夫
纪晓芙,殷梨亭,殷梨亭 之所以 对 纪晓芙 念念不忘 ， 绝大部分 原因 是 出于 要报 “ 夺妻 之 恨 ” 。,人物关系/亲属关系/配偶/丈夫/未婚夫
涂山苏苏,白月初,厉雪扬 在 一旁 看着 白月初 与 各方 大战 的 时候 ， 涂山苏苏 跑 到 她 面前 ， 让 她 跟 她 去 见 一个 人 。,人物关系/亲属关系/配偶/丈夫/未婚夫
尤三姐,柳湘莲,尤三姐 羞愤 自刎 ， 柳湘莲 悔恨 不已 看破红尘 出家 。,人物关系/亲属关系/配偶/丈夫/未婚夫
尤三姐,柳湘莲,无奈 之下 ， 只得 按 尤三姐 所 愿 ， 将 其 许配 柳湘莲 。,人物关系/亲属关系/配偶/丈夫/未婚夫
顾倩兮,卢云,其女 顾倩兮 先 喜欢 卢云 后来 又 嫁给 杨肃 观 .,人物关系/亲属关系/配偶/丈夫/未婚夫
严英云,徐良,严英云 严英云 在 寻找 徐良 的 途中 ， 被 徐良 的 仇人 紫面 金刚 王顺 绑架 ， 但 王顺 最终 不愿 使用 卑鄙 的 手段 ， 所以 放走 了 严英云 。,人物关系/亲属关系/配偶/丈夫/未婚夫
涂山苏苏,白月初,代表 人物 ： 涂山红红 ﹑ 涂山 雅雅 ﹑ 涂山 容容 ﹑ 涂山苏苏 ﹑ 白月初 ﹑ 颜如玉,人物关系/亲属关系/配偶/丈夫/未婚夫
纪晓芙,殷梨亭,但 在 和 殷梨亭 相处 的 过程 中 ， 渐渐 的 被 殷梨亭 之 于 母亲 纪晓芙 的 感情 所 打动 ， 还债 的 心理 更加 严重 ， 终于 到 了 “ 以身 相换 ” 的 地步 。,人物关系/亲属关系/配偶/丈夫/未婚夫
尤三姐,柳湘莲,《 尤三姐 》 讲述 了 性格 刚烈 的 尤三姐 与 柳湘莲 的 爱情故事 。,人物关系/亲属关系/配偶/丈夫/未婚夫
尤三姐,柳湘莲,刚烈 的 尤三姐 因 柳湘莲 的 拒绝 引剑 自尽 ； 温柔 的 尤二姐 因 王熙凤 的 陷害 吞金 自杀 。,人物关系/亲属关系/配偶/丈夫/未婚夫
纪晓芙,殷梨亭,杨逍 结局 : 原著 中 纪晓芙 是 峨眉 派 掌门 灭绝师太 的 得意门生 ， 她 本来 已 许配给 武当七侠 之一 的 殷梨亭 为妻 。,人物关系/亲属关系/配偶/丈夫/未婚夫
顾倩兮,卢云,柳昂天 被 抄家 ， 被 卢云 和 胡媚儿 救下 后 ， 卢云 跌入 瀑布 后 被 胡媚儿 交与 顾倩兮 收养 ； 随 顾倩兮 下嫁 杨肃 观后 ， 由顾 神秀 改名 为 杨神秀 。,人物关系/亲属关系/配偶/丈夫/未婚夫
林黛羽,俞佩玉,《 名 剑 风流 》 俞佩玉 和 林黛羽 ， 毕竟 没有 爱出 结果 来 。,人物关系/亲属关系/配偶/丈夫/未婚夫
尤三姐,柳湘莲,柳湘莲 疑 尤三姐 入于 下流 ， 后悔 留剑 作为 定礼 。,人物关系/亲属关系/配偶/丈夫/未婚夫
尤三姐,柳湘莲,尤三姐 自刎 作品 赏析 : 小说 中 ， 柳湘莲 疑 尤三姐 入于 下流 ， 后悔 留剑 作为 定礼 。,人物关系/亲属关系/配偶/丈夫/未婚夫
左蓝,余则成,余则成 略有 腼腆 地 对 左蓝 说 ： 我 现在 就 想 ， 买 一个 什么样 的 结婚戒指 最配 你 。,人物关系/亲属关系/配偶/丈夫/未婚夫
唐悠悠,关谷神奇,下个 礼拜 你 有空 吗 歌曲 简介 : 演唱 ： 关谷神奇 （ 王传君 饰 ） 、 唐悠悠 （ 邓家佳饰 ）,人物关系/亲属关系/配偶/丈夫/未婚夫
严英云,徐良,她 一出场 就 救 了 徐良 的 母亲 ， 之后 又 不止一次 救 了 严英云 和 徐良 本人 。,人物关系/亲属关系/配偶/丈夫/未婚夫
唐悠悠,关谷神奇,唐悠悠 接受 了 关谷神奇 的 求婚 ， 但 关谷 发现 悠悠 并 没有 怀孕 。,人物关系/亲属关系/配偶/丈夫/未婚夫
尤三姐,柳湘莲,尤三姐 遂 说出 了 她 已 爱 上 了 柳湘莲 ， 并 折断 玉簪 ， 表示 要 嫁 柳湘莲 的 决心 。,人物关系/亲属关系/配偶/丈夫/未婚夫
严英云,徐良,严英云 曾 与 徐良 定亲 ， 故此 前往 开封府 寻找 徐良 ， 想同 徐良 成亲 。,人物关系/亲属关系/配偶/丈夫/未婚夫
杜晓苏,雷宇峥,10 . 等待 · 【 佳期 如梦 之 海上 繁花 】 [ 主角 ： 杜晓苏 ， 雷宇峥 ， 邵振嵘 ],人物关系/亲属关系/配偶/丈夫/未婚夫
尤三姐,柳湘莲,附注 原文 : 尤三姐 心中 早就 爱上 了 一个 人 ， 名叫 柳湘莲 。,人物关系/亲属关系/配偶/丈夫/未婚夫
尤三姐,柳湘莲,哪想 尤三姐 心中 早就 爱上 了 一个 人 ， 名叫 柳湘莲 。,人物关系/亲属关系/配偶/丈夫/未婚夫
严英云,徐良,龙云凤 又 一次 救 了 严英云 ， 还 硬 把 英云 劫走 ， 目的 是 想 让 徐良 答应 她 的 条件 。,人物关系/亲属关系/配偶/丈夫/未婚夫
刘备,孙尚香,热血 无双 孙尚香 : 孙尚香 孙权 之妹 ， 嫁 与 刘备 。,人物关系/亲属关系/配偶/妻子/现妻
夏东海,刘梅,谓 称 ： 叔叔 、 老夏 （ 通用 ） 、 夏东海 （ 刘梅 、 玛丽 用 ） 爸爸 、 爸 、 老爸 （ 夏雪 、 刘星 、 夏雨 用 ） 小哥 、 加 （ ga ） 菲猫 、 爸爸 （ 刘梅 用 ）,人物关系/亲属关系/配偶/妻子/现妻
蒋介石,宋美龄,1927 年 12 月 1 日 ， 蒋介石 与 宋美龄 在 上海 结婚 。,人物关系/亲属关系/配偶/妻子/现妻
徐克,施南生,针对 此事 ， 徐克 在 2008 年 11 月 27 日 接受 《 艺术人生 》 栏目 访问 时 表示 ， 除了 父母 之外 ， 施南生 是 她 生命 中 最 重要 的 人 。,人物关系/亲属关系/配偶/妻子/现妻
许志安,郑秀文,主唱 ： 郭富城 、 郑秀文 、 许志安 、 梁汉文,人物关系/亲属关系/配偶/妻子/现妻
