LineId,Date,Time,Level,Process,Component,Content,EventId,EventTemplate
61,2015-10-18,"18:01:53,744",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,job_1445144423722_0020Job Transitioned from INITED to SETUP,E54,job_<*>Job Transitioned from INITED to SETUP
50,2015-10-18,"18:01:53,447",INFO,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,nodeBlacklistingEnabled:true,E70,nodeBlacklistingEnabled:true
536,2015-10-18,"18:03:55,939",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,TaskAttempt: [attempt_1445144423722_0020_m_000005_0] using containerId: [container_1445144423722_0020_01_000007 on NM: [MSRA-SA-41.fareast.corp.microsoft.com:7109],E105,TaskAttempt: [attempt_<*>] using containerId: [container_<*>_<*>_<*>_<*> on NM: [<*>:<*>]
132,2015-10-18,"18:01:57,447",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,TaskAttempt: [attempt_1445144423722_0020_m_000000_0] using containerId: [container_1445144423722_0020_01_000002 on NM: [04DN8IQ.fareast.corp.microsoft.com:54883],E105,TaskAttempt: [attempt_<*>] using containerId: [container_<*>_<*>_<*>_<*> on NM: [<*>:<*>]
63,2015-10-18,"18:01:53,822",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,job_1445144423722_0020Job Transitioned from SETUP to RUNNING,E56,job_<*>Job Transitioned from SETUP to RUNNING
63,2015-10-18,"18:01:53,822",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,job_1445144423722_0020Job Transitioned from SETUP to RUNNING,E56,job_<*>Job Transitioned from SETUP to RUNNING
63,2015-10-18,"18:01:53,822",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,job_1445144423722_0020Job Transitioned from SETUP to RUNNING,E56,job_<*>Job Transitioned from SETUP to RUNNING
63,2015-10-18,"18:01:53,822",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,job_1445144423722_0020Job Transitioned from SETUP to RUNNING,E56,job_<*>Job Transitioned from SETUP to RUNNING
63,2015-10-18,"18:01:53,822",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,job_1445144423722_0020Job Transitioned from SETUP to RUNNING,E56,job_<*>Job Transitioned from SETUP to RUNNING
53,2015-10-18,"18:01:53,510",INFO,Socket Reader #1 for port 62270,org.apache.hadoop.ipc.Server,Starting Socket Reader #1 for port 62270,E98,Starting Socket Reader #<*> for port <*>
30,2015-10-18,"18:01:51,775",INFO,Socket Reader #1 for port 62260,org.apache.hadoop.ipc.Server,Starting Socket Reader #1 for port 62260,E98,Starting Socket Reader #<*> for port <*>
30,2015-10-18,"18:01:51,775",INFO,Socket Reader #1 for port 62260,org.apache.hadoop.ipc.Server,Starting Socket Reader #1 for port 62260,E98,Starting Socket Reader #<*> for port <*>
53,2015-10-18,"18:01:53,510",INFO,Socket Reader #1 for port 62270,org.apache.hadoop.ipc.Server,Starting Socket Reader #1 for port 62270,E98,Starting Socket Reader #<*> for port <*>
30,2015-10-18,"18:01:51,775",INFO,Socket Reader #1 for port 62260,org.apache.hadoop.ipc.Server,Starting Socket Reader #1 for port 62260,E98,Starting Socket Reader #<*> for port <*>
53,2015-10-18,"18:01:53,510",INFO,Socket Reader #1 for port 62270,org.apache.hadoop.ipc.Server,Starting Socket Reader #1 for port 62270,E98,Starting Socket Reader #<*> for port <*>
912,2015-10-18,"18:05:57,024",WARN,DataStreamer for file /tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job_1445144423722_0020_1.jhist block BP-1347369012-10.190.173.170-1444972147527:blk_1073743512_2731,org.apache.hadoop.hdfs.DFSClient,DataStreamer Exception,E30,DataStreamer Exception
912,2015-10-18,"18:05:57,024",WARN,DataStreamer for file /tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job_1445144423722_0020_1.jhist block BP-1347369012-10.190.173.170-1444972147527:blk_1073743512_2731,org.apache.hadoop.hdfs.DFSClient,DataStreamer Exception,E30,DataStreamer Exception
912,2015-10-18,"18:05:57,024",WARN,DataStreamer for file /tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job_1445144423722_0020_1.jhist block BP-1347369012-10.190.173.170-1444972147527:blk_1073743512_2731,org.apache.hadoop.hdfs.DFSClient,DataStreamer Exception,E30,DataStreamer Exception
912,2015-10-18,"18:05:57,024",WARN,DataStreamer for file /tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job_1445144423722_0020_1.jhist block BP-1347369012-10.190.173.170-1444972147527:blk_1073743512_2731,org.apache.hadoop.hdfs.DFSClient,DataStreamer Exception,E30,DataStreamer Exception
1040,2015-10-18,"18:06:26,139",ERROR,eventHandlingThread,org.apache.hadoop.yarn.YarnUncaughtExceptionHandler,"Thread Thread[eventHandlingThread,5,main] threw an Exception.",E108,"Thread Thread[eventHandlingThread,<*>,main] threw an Exception."
1040,2015-10-18,"18:06:26,139",ERROR,eventHandlingThread,org.apache.hadoop.yarn.YarnUncaughtExceptionHandler,"Thread Thread[eventHandlingThread,5,main] threw an Exception.",E108,"Thread Thread[eventHandlingThread,<*>,main] threw an Exception."
1040,2015-10-18,"18:06:26,139",ERROR,eventHandlingThread,org.apache.hadoop.yarn.YarnUncaughtExceptionHandler,"Thread Thread[eventHandlingThread,5,main] threw an Exception.",E108,"Thread Thread[eventHandlingThread,<*>,main] threw an Exception."
1040,2015-10-18,"18:06:26,139",ERROR,eventHandlingThread,org.apache.hadoop.yarn.YarnUncaughtExceptionHandler,"Thread Thread[eventHandlingThread,5,main] threw an Exception.",E108,"Thread Thread[eventHandlingThread,<*>,main] threw an Exception."
1042,2015-10-18,"18:06:26,139",INFO,Thread-50,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Added attempt_1445144423722_0020_m_000002_1 to list of failed maps,E2,Added attempt_<*> to list of failed maps
1042,2015-10-18,"18:06:26,139",INFO,Thread-50,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Added attempt_1445144423722_0020_m_000002_1 to list of failed maps,E2,Added attempt_<*> to list of failed maps
156,2015-10-18,"18:01:59,948",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:4096, vCores:-23>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>"
193,2015-10-18,"18:02:08,636",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>"
371,2015-10-18,"18:03:07,608",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>"
283,2015-10-18,"18:02:43,388",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>"
56,2015-10-18,"18:01:53,557",INFO,main,org.apache.hadoop.yarn.client.RMProxy,Connecting to ResourceManager at msra-sa-41/10.190.173.170:8030,E27,Connecting to ResourceManager at <*>/<*>:<*>
56,2015-10-18,"18:01:53,557",INFO,main,org.apache.hadoop.yarn.client.RMProxy,Connecting to ResourceManager at msra-sa-41/10.190.173.170:8030,E27,Connecting to ResourceManager at <*>/<*>:<*>
56,2015-10-18,"18:01:53,557",INFO,main,org.apache.hadoop.yarn.client.RMProxy,Connecting to ResourceManager at msra-sa-41/10.190.173.170:8030,E27,Connecting to ResourceManager at <*>/<*>:<*>
56,2015-10-18,"18:01:53,557",INFO,main,org.apache.hadoop.yarn.client.RMProxy,Connecting to ResourceManager at msra-sa-41/10.190.173.170:8030,E27,Connecting to ResourceManager at <*>/<*>:<*>
617,2015-10-18,"18:04:06,955",INFO,Socket Reader #1 for port 62270,SecurityLogger.org.apache.hadoop.ipc.Server,Auth successful for job_1445144423722_0020 (auth:SIMPLE),E23,Auth successful for job_<*> (auth:SIMPLE)
559,2015-10-18,"18:03:57,502",INFO,Socket Reader #1 for port 62270,SecurityLogger.org.apache.hadoop.ipc.Server,Auth successful for job_1445144423722_0020 (auth:SIMPLE),E23,Auth successful for job_<*> (auth:SIMPLE)
186,2015-10-18,"18:02:05,651",INFO,Socket Reader #1 for port 62270,SecurityLogger.org.apache.hadoop.ipc.Server,Auth successful for job_1445144423722_0020 (auth:SIMPLE),E23,Auth successful for job_<*> (auth:SIMPLE)
568,2015-10-18,"18:03:58,533",INFO,Socket Reader #1 for port 62270,SecurityLogger.org.apache.hadoop.ipc.Server,Auth successful for job_1445144423722_0020 (auth:SIMPLE),E23,Auth successful for job_<*> (auth:SIMPLE)
617,2015-10-18,"18:04:06,955",INFO,Socket Reader #1 for port 62270,SecurityLogger.org.apache.hadoop.ipc.Server,Auth successful for job_1445144423722_0020 (auth:SIMPLE),E23,Auth successful for job_<*> (auth:SIMPLE)
666,2015-10-18,"18:04:11,034",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,"getResources() for application_1445144423722_0020: ask=0 release= 1 newContainers=0 finishedContainers=1 resourcelimit=<memory:1024, vCores:-26> knownNMs=4",E45,"getResources() for application_<*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*>> knownNMs=<*>"
659,2015-10-18,"18:04:10,002",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Cannot assign container Container: [ContainerId: container_1445144423722_0020_01_000012, NodeId: MSRA-SA-39.fareast.corp.microsoft.com:28345, NodeHttpAddress: MSRA-SA-39.fareast.corp.microsoft.com:8042, Resource: <memory:1024, vCores:1>, Priority: 20, Token: Token { kind: ContainerToken, service: 172.22.149.145:28345 }, ] for a map as either  container memory less than required <memory:1024, vCores:1> or no pending map tasks - maps.isEmpty=true",E26,"Cannot assign container Container: [ContainerId: container_<*>, NodeId: <*>:<*>, NodeHttpAddress: <*>:<*>, Resource: <memory:<*>, vCores:<*>>, Priority: <*>, Token: Token { kind: ContainerToken, service: <*>:<*> }, ] for a map as either  container memory less than required <memory:<*>, vCores:<*>> or no pending map tasks - maps.isEmpty=true"
811,2015-10-18,"18:04:51,114",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold reached. Scheduling reduces.,E86,Reduce slow start threshold reached. Scheduling reduces.
811,2015-10-18,"18:04:51,114",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold reached. Scheduling reduces.,E86,Reduce slow start threshold reached. Scheduling reduces.
811,2015-10-18,"18:04:51,114",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold reached. Scheduling reduces.,E86,Reduce slow start threshold reached. Scheduling reduces.
1488,2015-10-18,"18:08:28,303",ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,ERROR IN CONTACTING RM.,E38,ERROR IN CONTACTING RM.
1684,2015-10-18,"18:09:24,462",ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,ERROR IN CONTACTING RM.,E38,ERROR IN CONTACTING RM.
1845,2015-10-18,"18:10:10,527",ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,ERROR IN CONTACTING RM.,E38,ERROR IN CONTACTING RM.
107,2015-10-18,"18:01:53,900",INFO,eventHandlingThread,org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler,"Event Writer setup for JobId: job_1445144423722_0020, File: hdfs://msra-sa-41:9000/tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job_1445144423722_0020_1.jhist",E41,"Event Writer setup for JobId: job_<*>, File: hdfs://<*>"
107,2015-10-18,"18:01:53,900",INFO,eventHandlingThread,org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler,"Event Writer setup for JobId: job_1445144423722_0020, File: hdfs://msra-sa-41:9000/tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job_1445144423722_0020_1.jhist",E41,"Event Writer setup for JobId: job_<*>, File: hdfs://<*>"
28,2015-10-18,"18:01:51,650",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,"MRAppMaster launching normal, non-uberized, multi-container job job_1445144423722_0020.",E68,"MRAppMaster launching normal, non-uberized, multi-container job job_<*>."
28,2015-10-18,"18:01:51,650",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,"MRAppMaster launching normal, non-uberized, multi-container job job_1445144423722_0020.",E68,"MRAppMaster launching normal, non-uberized, multi-container job job_<*>."
42,2015-10-18,"18:01:51,963",INFO,main,org.apache.hadoop.http.HttpServer2,Jetty bound to port 62267,E52,Jetty bound to port <*>
42,2015-10-18,"18:01:51,963",INFO,main,org.apache.hadoop.http.HttpServer2,Jetty bound to port 62267,E52,Jetty bound to port <*>
42,2015-10-18,"18:01:51,963",INFO,main,org.apache.hadoop.http.HttpServer2,Jetty bound to port 62267,E52,Jetty bound to port <*>
42,2015-10-18,"18:01:51,963",INFO,main,org.apache.hadoop.http.HttpServer2,Jetty bound to port 62267,E52,Jetty bound to port <*>
42,2015-10-18,"18:01:51,963",INFO,main,org.apache.hadoop.http.HttpServer2,Jetty bound to port 62267,E52,Jetty bound to port <*>
20,2015-10-18,"18:01:51,197",INFO,main,org.apache.hadoop.metrics2.impl.MetricsConfig,loaded properties from hadoop-metrics2.properties,E63,loaded properties from hadoop-metrics2.properties
20,2015-10-18,"18:01:51,197",INFO,main,org.apache.hadoop.metrics2.impl.MetricsConfig,loaded properties from hadoop-metrics2.properties,E63,loaded properties from hadoop-metrics2.properties
20,2015-10-18,"18:01:51,197",INFO,main,org.apache.hadoop.metrics2.impl.MetricsConfig,loaded properties from hadoop-metrics2.properties,E63,loaded properties from hadoop-metrics2.properties
20,2015-10-18,"18:01:51,197",INFO,main,org.apache.hadoop.metrics2.impl.MetricsConfig,loaded properties from hadoop-metrics2.properties,E63,loaded properties from hadoop-metrics2.properties
20,2015-10-18,"18:01:51,197",INFO,main,org.apache.hadoop.metrics2.impl.MetricsConfig,loaded properties from hadoop-metrics2.properties,E63,loaded properties from hadoop-metrics2.properties
20,2015-10-18,"18:01:51,197",INFO,main,org.apache.hadoop.metrics2.impl.MetricsConfig,loaded properties from hadoop-metrics2.properties,E63,loaded properties from hadoop-metrics2.properties
909,2015-10-18,"18:05:57,009",WARN,ResponseProcessor for block BP-1347369012-10.190.173.170-1444972147527:blk_1073743512_2731,org.apache.hadoop.hdfs.DFSClient,DFSOutputStream ResponseProcessor exception  for block BP-1347369012-10.190.173.170-1444972147527:blk_1073743512_2731,E33,DFSOutputStream ResponseProcessor exception  for block BP-<*>:blk_<*>
126,2015-10-18,"18:01:57,119",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Putting shuffle token in serviceData,E81,Putting shuffle token in serviceData
126,2015-10-18,"18:01:57,119",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Putting shuffle token in serviceData,E81,Putting shuffle token in serviceData
126,2015-10-18,"18:01:57,119",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Putting shuffle token in serviceData,E81,Putting shuffle token in serviceData
25,2015-10-18,"18:01:51,650",INFO,main,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,Input size for job job_1445144423722_0020 = 1256521728. Number of splits = 10,E48,Input size for job job_<*> = <*>. Number of splits = <*>
25,2015-10-18,"18:01:51,650",INFO,main,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,Input size for job job_1445144423722_0020 = 1256521728. Number of splits = 10,E48,Input size for job job_<*> = <*>. Number of splits = <*>
25,2015-10-18,"18:01:51,650",INFO,main,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,Input size for job job_1445144423722_0020 = 1256521728. Number of splits = 10,E48,Input size for job job_<*> = <*>. Number of splits = <*>
25,2015-10-18,"18:01:51,650",INFO,main,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,Input size for job job_1445144423722_0020 = 1256521728. Number of splits = 10,E48,Input size for job job_<*> = <*>. Number of splits = <*>
26,2015-10-18,"18:01:51,650",INFO,main,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,Number of reduces for job job_1445144423722_0020 = 1,E73,Number of reduces for job job_<*> = <*>
26,2015-10-18,"18:01:51,650",INFO,main,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,Number of reduces for job job_1445144423722_0020 = 1,E73,Number of reduces for job job_<*> = <*>
26,2015-10-18,"18:01:51,650",INFO,main,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,Number of reduces for job job_1445144423722_0020 = 1,E73,Number of reduces for job job_<*> = <*>
32,2015-10-18,"18:01:51,791",INFO,main,org.apache.hadoop.mapreduce.v2.app.client.MRClientService,Instantiated MRClientService at MININT-FNANLI5.fareast.corp.microsoft.com/10.86.169.121:62260,E49,Instantiated MRClientService at MININT-<*>/<*>:<*>
32,2015-10-18,"18:01:51,791",INFO,main,org.apache.hadoop.mapreduce.v2.app.client.MRClientService,Instantiated MRClientService at MININT-FNANLI5.fareast.corp.microsoft.com/10.86.169.121:62260,E49,Instantiated MRClientService at MININT-<*>/<*>:<*>
32,2015-10-18,"18:01:51,791",INFO,main,org.apache.hadoop.mapreduce.v2.app.client.MRClientService,Instantiated MRClientService at MININT-FNANLI5.fareast.corp.microsoft.com/10.86.169.121:62260,E49,Instantiated MRClientService at MININT-<*>/<*>:<*>
47,2015-10-18,"18:01:53,400",INFO,main,org.apache.hadoop.yarn.webapp.WebApps,Registered webapp guice modules,E88,Registered webapp guice modules
47,2015-10-18,"18:01:53,400",INFO,main,org.apache.hadoop.yarn.webapp.WebApps,Registered webapp guice modules,E88,Registered webapp guice modules
6,2015-10-18,"18:01:50,509",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,OutputCommitter is org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter,E75,OutputCommitter is org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter
6,2015-10-18,"18:01:50,509",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,OutputCommitter is org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter,E75,OutputCommitter is org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter
6,2015-10-18,"18:01:50,509",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,OutputCommitter is org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter,E75,OutputCommitter is org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter
6,2015-10-18,"18:01:50,509",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,OutputCommitter is org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter,E75,OutputCommitter is org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter
6,2015-10-18,"18:01:50,509",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,OutputCommitter is org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter,E75,OutputCommitter is org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter
3,2015-10-18,"18:01:48,963",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,"Kind: YARN_AM_RM_TOKEN, Service: , Ident: (appAttemptId { application_id { id: 20 cluster_timestamp: 1445144423722 } attemptId: 1 } keyId: -127633188)",E61,"Kind: YARN_AM_RM_TOKEN, Service: , Ident: (appAttemptId { application_id { id: <*> cluster_timestamp: <*> } attemptId: <*> } keyId: <*>)"
3,2015-10-18,"18:01:48,963",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,"Kind: YARN_AM_RM_TOKEN, Service: , Ident: (appAttemptId { application_id { id: 20 cluster_timestamp: 1445144423722 } attemptId: 1 } keyId: -127633188)",E61,"Kind: YARN_AM_RM_TOKEN, Service: , Ident: (appAttemptId { application_id { id: <*> cluster_timestamp: <*> } attemptId: <*> } keyId: <*>)"
3,2015-10-18,"18:01:48,963",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,"Kind: YARN_AM_RM_TOKEN, Service: , Ident: (appAttemptId { application_id { id: 20 cluster_timestamp: 1445144423722 } attemptId: 1 } keyId: -127633188)",E61,"Kind: YARN_AM_RM_TOKEN, Service: , Ident: (appAttemptId { application_id { id: <*> cluster_timestamp: <*> } attemptId: <*> } keyId: <*>)"
3,2015-10-18,"18:01:48,963",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,"Kind: YARN_AM_RM_TOKEN, Service: , Ident: (appAttemptId { application_id { id: 20 cluster_timestamp: 1445144423722 } attemptId: 1 } keyId: -127633188)",E61,"Kind: YARN_AM_RM_TOKEN, Service: , Ident: (appAttemptId { application_id { id: <*> cluster_timestamp: <*> } attemptId: <*> } keyId: <*>)"
826,2015-10-18,"18:04:52,552",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Received completed container container_1445144423722_0020_01_000005,E84,Received completed container container_<*>
667,2015-10-18,"18:04:11,034",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Received completed container container_1445144423722_0020_01_000012,E84,Received completed container container_<*>
667,2015-10-18,"18:04:11,034",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Received completed container container_1445144423722_0020_01_000012,E84,Received completed container container_<*>
651,2015-10-18,"18:04:09,268",INFO,ContainerLauncher #9,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Shuffle port returned by ContainerManager for attempt_1445144423722_0020_m_000009_0 : 13562,E94,Shuffle port returned by ContainerManager for attempt_<*> : <*>
169,2015-10-18,"18:02:01,041",INFO,ContainerLauncher #2,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Shuffle port returned by ContainerManager for attempt_1445144423722_0020_m_000002_0 : 13562,E94,Shuffle port returned by ContainerManager for attempt_<*> : <*>
908,2015-10-18,"18:05:57,009",WARN,ResponseProcessor for block BP-1347369012-10.190.173.170-1444972147527:blk_1073743512_2731,org.apache.hadoop.hdfs.DFSClient,"Slow ReadProcessor read fields took 65020ms (threshold=30000ms); ack: seqno: -2 status: SUCCESS status: ERROR downstreamAckTimeNanos: 0, targets: [10.86.169.121:50010, 10.190.173.170:50010]",E96,"Slow ReadProcessor read fields took <*>ms (threshold=<*>ms); ack: seqno: <*> status: SUCCESS status: ERROR downstreamAckTimeNanos: <*>, targets: [<*>:<*>, <*>:<*>]"
