Content,EventTemplate
Process com.tencent.mobileqq:qzone (pid 12236) has died,Process <*>:qzone (pid <*>) has died
Process com.tencent.mobileqq:qzone (pid 12236) has died,Process <*>:qzone (pid <*>) has died
received broadcast android.intent.action.BATTERY_CHANGED,received broadcast <*>
received broadcast android.intent.action.BATTERY_CHANGED,received broadcast <*>
received broadcast android.intent.action.BATTERY_CHANGED,received broadcast <*>
addNotification key=0|com.tencent.mm|4097|null|10112,addNotification key=<*>|<*>|<*>|null|<*>
addNotification key=0|com.tencent.mm|4097|null|10112,addNotification key=<*>|<*>|<*>|null|<*>
"orientation change is complete, call stopFreezingDisplayLocked","orientation change is complete, call stopFreezingDisplayLocked"
updateChargingLocked: charging=false,updateChargingLocked: charging=false
updateChargingLocked: charging=false,updateChargingLocked: charging=false
updateChargingLocked: charging=false,updateChargingLocked: charging=false
Killing 23484:com.android.calendar/u0a13 (adj 906): empty for 1810s,Killing <*>:<*><*> (adj <*>): empty for <*>
Killing 23484:com.android.calendar/u0a13 (adj 906): empty for 1810s,Killing <*>:<*><*> (adj <*>): empty for <*>
Killing 23484:com.android.calendar/u0a13 (adj 906): empty for 1810s,Killing <*>:<*><*> (adj <*>): empty for <*>
shouldBlockLocation running ...,shouldBlockLocation running ...
shouldBlockLocation running ...,shouldBlockLocation running ...
shouldBlockLocation running ...,shouldBlockLocation running ...
shouldBlockLocation running ...,shouldBlockLocation running ...
"cleanUpApplicationRecordLocked, reset pid: 12236, euid: 0","cleanUpApplicationRecordLocked, reset pid: <*>, euid: <*>"
"cleanUpApplicationRecordLocked, reset pid: 13094, euid: 0","cleanUpApplicationRecordLocked, reset pid: <*>, euid: <*>"
getLastAudibleStreamVolume  treamType: 7,getLastAudibleStreamVolume  treamType: <*>
"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true","updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true"
"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?false","updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?false"
"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true","updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true"
"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?false","updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?false"
disable: < expand icons* alerts system_info* back home recent clock navigationbar search quick_settings >,disable: < expand icons* alerts system_info* back home recent clock navigationbar search quick_settings >
getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output
getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output
cancelPeek: false,cancelPeek: false
cancelPeek: false,cancelPeek: false
enqueueNotificationInternal: n.getKey = 0|com.tencent.mm|4097|null|10112,enqueueNotificationInternal: n.getKey = <*>
enqueueNotificationInternal: n.getKey = 0|com.tencent.mm|4097|null|10112,enqueueNotificationInternal: n.getKey = <*>
enqueueNotificationInternal: n.getKey = 0|com.tencent.mm|4097|null|10112,enqueueNotificationInternal: n.getKey = <*>
setLightsOn(true),setLightsOn(true)
setLightsOn(true),setLightsOn(true)
makeExpandedInvisible: mExpandedVisible=false,makeExpandedInvisible: mExpandedVisible=false
makeExpandedInvisible: mExpandedVisible=false,makeExpandedInvisible: mExpandedVisible=false
makeExpandedInvisible: mExpandedVisible=false,makeExpandedInvisible: mExpandedVisible=false
"state.clipTopAmount:103, i:0","state.clipTopAmount:<*>, i:<*>"
onNotificationVisibilityChanged called,onNotificationVisibilityChanged called
onNotificationVisibilityChanged called,onNotificationVisibilityChanged called
"printFreezingDisplayLogsopening app wtoken = AppWindowToken{9f4ef63 token=Token{a64f992 ActivityRecord{de9231d u0 com.tencent.qt.qtl/.activity.info.NewsDetailXmlActivity t761}}}, allDrawn= false, startingDisplayed =  false, startingMoved =  false, isRelaunching =  false","printFreezingDisplayLogsopening app wtoken = AppWindowToken{<*> token=Token{<*> ActivityRecord{<*> u0 <*>/.<*> t761}}}, allDrawn= false, startingDisplayed =  false, startingMoved =  false, isRelaunching =  false"
ChargingSpeed  Wattage: -1 ST: 5000000 --> 7500000,ChargingSpeed  Wattage: <*> ST: <*> --> <*>
ChargingSpeed  Wattage: -1 ST: 5000000 --> 7500000,ChargingSpeed  Wattage: <*> ST: <*> --> <*>
ChargingSpeed  Wattage: -1 ST: 5000000 --> 7500000,ChargingSpeed  Wattage: <*> ST: <*> --> <*>
ChargingSpeed  Wattage: -1 ST: 5000000 --> 7500000,ChargingSpeed  Wattage: <*> ST: <*> --> <*>
received broadcast android.intent.action.TIME_TICK,received broadcast <*>
received broadcast android.intent.action.TIME_TICK,received broadcast <*>
startActivity called from non-Activity context; forcing Intent.FLAG_ACTIVITY_NEW_TASK for: Intent { flg=0x24000000 cmp=com.tencent.mm/.ui.LauncherUI (has extras) },startActivity called from non-Activity context; forcing Intent.FLAG_ACTIVITY_NEW_TASK for: Intent { flg=<*> cmp=<*> (has extras) }
startActivity called from non-Activity context; forcing Intent.FLAG_ACTIVITY_NEW_TASK for: Intent { flg=0x24000000 cmp=com.tencent.mm/.ui.LauncherUI (has extras) },startActivity called from non-Activity context; forcing Intent.FLAG_ACTIVITY_NEW_TASK for: Intent { flg=<*> cmp=<*> (has extras) }
startActivity called from non-Activity context; forcing Intent.FLAG_ACTIVITY_NEW_TASK for: Intent { flg=0x24000000 cmp=com.tencent.mm/.ui.LauncherUI (has extras) },startActivity called from non-Activity context; forcing Intent.FLAG_ACTIVITY_NEW_TASK for: Intent { flg=<*> cmp=<*> (has extras) }
startActivity called from non-Activity context; forcing Intent.FLAG_ACTIVITY_NEW_TASK for: Intent { flg=0x24000000 cmp=com.tencent.mm/.ui.LauncherUI (has extras) },startActivity called from non-Activity context; forcing Intent.FLAG_ACTIVITY_NEW_TASK for: Intent { flg=<*> cmp=<*> (has extras) }
"Application requested orientation 1, got rotation 0 which has compatible metrics","Application requested orientation <*>, got rotation <*> which has compatible metrics"
"Application requested orientation -1, got rotation 0 which has compatible metrics","Application requested orientation <*>, got rotation <*> which has compatible metrics"
"Application requested orientation -1, got rotation 0 which has compatible metrics","Application requested orientation <*>, got rotation <*> which has compatible metrics"
Bad activity token: android.os.BinderProxy@2bd79ce,Bad activity token: <*>@<*>
Bad activity token: android.os.BinderProxy@2bd79ce,Bad activity token: <*>@<*>
registerCallback not in UI.,registerCallback not in UI.
registerCallback not in UI.,registerCallback not in UI.
visible is system.ownerinfo.show,visible is <*>
visible is system.ownerinfo.show,visible is <*>
isSimPinSecure mSimDatas is null or empty,isSimPinSecure mSimDatas is null or empty
isSimPinSecure mSimDatas is null or empty,isSimPinSecure mSimDatas is null or empty
isSimPinSecure mSimDatas is null or empty,isSimPinSecure mSimDatas is null or empty
"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>"
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>"
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>"
ACTION_BATTERY_CHANGED pluggedType: 0,ACTION_BATTERY_CHANGED pluggedType: <*>
ACTION_BATTERY_CHANGED pluggedType: 0,ACTION_BATTERY_CHANGED pluggedType: <*>
ACTION_BATTERY_CHANGED pluggedType: 0,ACTION_BATTERY_CHANGED pluggedType: <*>
Unable to start service Intent { act=com.tencent.android.tpush.action.keepalive cmp=com.qqgame.hlddz/com.tencent.android.tpush.service.XGPushService } U=0: not found,Unable to start service Intent { act=<*> cmp=<*>.<*> } U=<*>: not found
Unable to start service Intent { act=com.tencent.android.tpush.action.keepalive cmp=com.qqgame.hlddz/com.tencent.android.tpush.service.XGPushService } U=0: not found,Unable to start service Intent { act=<*> cmp=<*>.<*> } U=<*>: not found
Marking notification as seen 0|com.tencent.mm|4097|null|10112,Marking notification as seen <*>|<*>|<*>|null|<*>
Marking notification as seen 0|com.tencent.mm|4097|null|10112,Marking notification as seen <*>|<*>|<*>|null|<*>
Marking notification as seen 0|com.tencent.mm|4097|null|10112,Marking notification as seen <*>|<*>|<*>|null|<*>
Marking notification as seen 0|com.tencent.mm|4097|null|10112,Marking notification as seen <*>|<*>|<*>|null|<*>
"interceptKeyBeforeQueueing: key 3 , result : 1","interceptKeyBeforeQueueing: key <*> , result : <*>"
"interceptKeyBeforeQueueing: key 3 , result : 1","interceptKeyBeforeQueueing: key <*> , result : <*>"
"interceptKeyBeforeQueueing: key 3 , result : 1","interceptKeyBeforeQueueing: key <*> , result : <*>"
"flingToHeight: vel=0.0, expand=false, target=0.0, collapseSpeedUpFactor=1.0, expandBecauseOfFalsing=false","flingToHeight: vel=<*>.<*>, expand=false, target=<*>.<*>, collapseSpeedUpFactor=<*>.<*>, expandBecauseOfFalsing=false"
onTrackingStopped: true,onTrackingStopped: true
onTrackingStopped: true,onTrackingStopped: true
onTrackingStopped: true,onTrackingStopped: true
"rotationForOrientationLw(orient=1, last=0); user=0 USER_ROTATION_LOCKED","rotationForOrientationLw(orient=<*>, last=<*>); user=<*> USER_ROTATION_LOCKED"
"rotationForOrientationLw(orient=-1, last=0); user=0 USER_ROTATION_LOCKED","rotationForOrientationLw(orient=<*>, last=<*>); user=<*> USER_ROTATION_LOCKED"
[PhoneIntfMgr] getDataEnabled: subId=1 phoneId=1,[PhoneIntfMgr] getDataEnabled: subId=<*> phoneId=<*>
[PhoneIntfMgr] getDataEnabled: subId=1 phoneId=1,[PhoneIntfMgr] getDataEnabled: subId=<*> phoneId=<*>
[PhoneIntfMgr] getDataEnabled: subId=1 phoneId=1,[PhoneIntfMgr] getDataEnabled: subId=<*> phoneId=<*>
[PhoneIntfMgr] getDataEnabled: subId=1 phoneId=1,[PhoneIntfMgr] getDataEnabled: subId=<*> phoneId=<*>
"sending alarm Alarm{19069ff type 3 when 509169377 PendingIntent{50303cc: PendingIntentRecord{e204f60 com.android.phone broadcastIntent}}},repeatInterval = 0,listenerTag =null","sending alarm Alarm{<*> type <*> when <*> PendingIntent{<*>: PendingIntentRecord{<*> <*> broadcastIntent}}},repeatInterval = <*>,listenerTag =null"
"sending alarm Alarm{19069ff type 3 when 509169377 PendingIntent{50303cc: PendingIntentRecord{e204f60 com.android.phone broadcastIntent}}},repeatInterval = 0,listenerTag =null","sending alarm Alarm{<*> type <*> when <*> PendingIntent{<*>: PendingIntentRecord{<*> <*> broadcastIntent}}},repeatInterval = <*>,listenerTag =null"
cancelNotificationLocked:0|com.tencent.mobileqq|121|null|10111,cancelNotificationLocked:<*>|<*>|<*>|null|<*>
cancelNotificationLocked:0|com.tencent.mobileqq|121|null|10111,cancelNotificationLocked:<*>|<*>|<*>|null|<*>
getAllCellInfo is blocked by permission manager . callingPackage = com.tencent.mobileqq,getAllCellInfo is blocked by permission manager . callingPackage = <*>
getAllCellInfo is blocked by permission manager . callingPackage = com.tencent.mobileqq,getAllCellInfo is blocked by permission manager . callingPackage = <*>
getAllCellInfo is blocked by permission manager . callingPackage = com.tencent.mobileqq,getAllCellInfo is blocked by permission manager . callingPackage = <*>
ApStaDisabledState what=155652,ApStaDisabledState what=<*>
ApStaDisabledState what=155652,ApStaDisabledState what=<*>
ApStaDisabledState what=155652,ApStaDisabledState what=<*>
ApStaDisabledState what=155652,ApStaDisabledState what=<*>
Marking notification as seen 0|com.tencent.mobileqq|121|null|10111,Marking notification as seen <*>|<*>|<*>|null|<*>
Marking notification as seen 0|com.tencent.mobileqq|121|null|10111,Marking notification as seen <*>|<*>|<*>|null|<*>
"updateLightsLocked,turn off notificationLight","updateLightsLocked,turn off notificationLight"
"updateLightsLocked,turn off notificationLight","updateLightsLocked,turn off notificationLight"
"updateLightsLocked,turn off notificationLight","updateLightsLocked,turn off notificationLight"
setWiredDeviceConnectionState  type: -2147483632  state: 0,setWiredDeviceConnectionState  type: <*>  state: <*>
setWiredDeviceConnectionState  type: -2147483632  state: 0,setWiredDeviceConnectionState  type: <*>  state: <*>
setWiredDeviceConnectionState  type: 4  state: 0,setWiredDeviceConnectionState  type: <*>  state: <*>
setWiredDeviceConnectionState  type: 4  state: 0,setWiredDeviceConnectionState  type: <*>  state: <*>
visible is system.charge.show,visible is <*>
playSoundEffect   effectType: 0,playSoundEffect   effectType: <*>
playSoundEffect   effectType: 0,playSoundEffect   effectType: <*>
playSoundEffect   effectType: 0,playSoundEffect   effectType: <*>
playSoundEffect   effectType: 0,playSoundEffect   effectType: <*>
removeNotification:0|com.tencent.mobileqq|121|null|10111,removeNotification:<*>|<*>|<*>|null|<*>
removeNotification:0|com.tencent.mobileqq|121|null|10111,removeNotification:<*>|<*>|<*>|null|<*>
removeNotification:0|com.tencent.mobileqq|121|null|10111,removeNotification:<*>|<*>|<*>|null|<*>
shouldBlockLocation  ret:false,shouldBlockLocation  ret:false
shouldBlockLocation  ret:false,shouldBlockLocation  ret:false
shouldBlockLocation  ret:false,shouldBlockLocation  ret:false
shouldBlockLocation  ret:false,shouldBlockLocation  ret:false
*** unregister callback for com.android.systemui.statusbar.policy.KeyguardMonitor@712d093,*** unregister callback for <*>@<*>
"cancelNotification,index:-1","cancelNotification,index:<*>"
"cancelNotification,index:0","cancelNotification,index:<*>"
getDevicesForStream  streamType: 3,getDevicesForStream  streamType: <*>
getDevicesForStream  streamType: 3,getDevicesForStream  streamType: <*>
getDevicesForStream  streamType: 3,getDevicesForStream  streamType: <*>
Skipping AppWindowToken{df0798e token=Token{78af589 ActivityRecord{3b04890 u0 com.tencent.qt.qtl/com.tencent.video.player.activity.PlayerActivity t761}}} -- going to hide,Skipping AppWindowToken{<*> token=Token{<*> ActivityRecord{<*> u0 <*>}}} -- going to hide
Skipping AppWindowToken{9f4ef63 token=Token{a64f992 ActivityRecord{de9231d u0 com.tencent.qt.qtl/.activity.info.NewsDetailXmlActivity t761}}} -- going to hide,Skipping AppWindowToken{<*> token=Token{<*> ActivityRecord{<*> u0 <*>}}} -- going to hide
Skipping AppWindowToken{9f4ef63 token=Token{a64f992 ActivityRecord{de9231d u0 com.tencent.qt.qtl/.activity.info.NewsDetailXmlActivity t761}}} -- going to hide,Skipping AppWindowToken{<*> token=Token{<*> ActivityRecord{<*> u0 <*>}}} -- going to hide
"onTouchEvent::1, x=296.0, y=327.0","onTouchEvent::<*>, x=<*>.<*>, y=<*>.<*>"
"onTouchEvent::0, x=271.0, y=14.0","onTouchEvent::<*>, x=<*>.<*>, y=<*>.<*>"
onNotificationExpansionChanged called,onNotificationExpansionChanged called
onNotificationExpansionChanged called,onNotificationExpansionChanged called
onNotificationExpansionChanged called,onNotificationExpansionChanged called
onNotificationExpansionChanged called,onNotificationExpansionChanged called
mVisiblity.getValue is false,mVisiblity.getValue is false
mVisiblity.getValue is false,mVisiblity.getValue is false
"new Process app=ProcessRecord{6eaaf00 0:com.tencent.mobileqq:qzone/u0a111}, name: com.tencent.mobileqq:qzone, euid: 0","new Process app=ProcessRecord{<*> <*>:<*>:qzone<*>}, name: <*>:qzone, euid: <*>"
"new Process app=ProcessRecord{6eaaf00 0:com.tencent.mobileqq:qzone/u0a111}, name: com.tencent.mobileqq:qzone, euid: 0","new Process app=ProcessRecord{<*> <*>:<*>:qzone<*>}, name: <*>:qzone, euid: <*>"
"new Process app=ProcessRecord{6eaaf00 0:com.tencent.mobileqq:qzone/u0a111}, name: com.tencent.mobileqq:qzone, euid: 0","new Process app=ProcessRecord{<*> <*>:<*>:qzone<*>}, name: <*>:qzone, euid: <*>"
"new Process app=ProcessRecord{6eaaf00 0:com.tencent.mobileqq:qzone/u0a111}, name: com.tencent.mobileqq:qzone, euid: 0","new Process app=ProcessRecord{<*> <*>:<*>:qzone<*>}, name: <*>:qzone, euid: <*>"
"flingToHeight: vel=2849.079, expand=true, target=553.0, collapseSpeedUpFactor=1.0, expandBecauseOfFalsing=false","flingToHeight: vel=<*>.<*>, expand=true, target=<*>.<*>, collapseSpeedUpFactor=<*>.<*>, expandBecauseOfFalsing=false"
Scheduling restart of crashed service com.tencent.mobileqq/cooperation.qzone.remote.logic.QzoneWebPluginProxyService in 1000ms,Scheduling restart of crashed service <*>.<*> in <*>
Scheduling restart of crashed service com.tencent.mobileqq/cooperation.qzone.remote.logic.QzoneWebPluginProxyService in 1000ms,Scheduling restart of crashed service <*>.<*> in <*>
Scheduling restart of crashed service com.tencent.mobileqq/cooperation.qzone.remote.logic.QzoneWebPluginProxyService in 1000ms,Scheduling restart of crashed service <*>.<*> in <*>
updateDimmedActivatedHideSensitive overlap:true,updateDimmedActivatedHideSensitive overlap:true
updateDimmedActivatedHideSensitive overlap:true,updateDimmedActivatedHideSensitive overlap:true
"Start dump, calling from : pid=12782, uid=1000","Start dump, calling from : pid=<*>, uid=<*>"
"Start dump, calling from : pid=12782, uid=1000","Start dump, calling from : pid=<*>, uid=<*>"
"Start dump, calling from : pid=12782, uid=1000","Start dump, calling from : pid=<*>, uid=<*>"
"Start dump, calling from : pid=12782, uid=1000","Start dump, calling from : pid=<*>, uid=<*>"
enqueueNotificationInternal: pkg=com.tencent.mm id=4097 notification=Notification(pri=1 contentView=null vibrate=[] sound=null tick defaults=0x0 flags=0x101 color=0x00000000 category=msg vis=PRIVATE),enqueueNotificationInternal: pkg=<*> id=<*> notification=Notification(pri=<*> contentView=null vibrate=[<*>] sound=null tick defaults=<*> flags=<*> color=<*> category=msg vis=PRIVATE)
"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =135","cancelNotificationWithTag pid <*>,uid = <*>,tag = null,pkg =<*>,id =<*>"
remove(PendingIntent{19abed0: PendingIntentRecord{a485420 com.tencent.qt.qtl broadcastIntent}}) changed bounds; rebatching,remove(PendingIntent{<*>: PendingIntentRecord{<*> <*> broadcastIntent}}) changed bounds; rebatching
"Releasing suspend blocker ""PowerManagerService.WakeLocks"".","Releasing suspend blocker ""PowerManagerService.WakeLocks""."
"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".","Acquiring suspend blocker ""PowerManagerService.WakeLocks""."
"Releasing suspend blocker ""PowerManagerService.WakeLocks"".","Releasing suspend blocker ""PowerManagerService.WakeLocks""."
Destroying surface Surface(name=PopupWindow:317e46) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555,Destroying surface Surface(name=<*>) called by <*>
Destroying surface Surface(name=com.tencent.qt.qtl/com.tencent.qt.qtl.activity.main.MainTabActivity) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.destroyOrSaveSurface:2201 com.android.server.wm.AppWindowToken.destroySurfaces:374 com.android.server.wm.AppWindowToken.notifyAppStopped:400 com.android.server.wm.WindowManagerService.notifyAppStopped:4869 com.android.server.am.ActivityStack.activityStoppedLocked:1393 com.android.server.am.ActivityManagerService.activityStopped:7690,Destroying surface Surface(name=<*>) called by <*>
