LineId,LogId,Node,Component,State,Time,Flag,Content,EventId,EventTemplate
319,26281,Interconnect-0T00,switch_module,bcast-error,1124878893,1,Link error on broadcast tree Interconnect-0T00:00:2:1,E22,Link error on broadcast tree Interconnect-<*>:<*>:<*>:<*>
321,408176,Interconnect-1T00,switch_module,bcast-error,1142743438,1,Link error on broadcast tree Interconnect-1T00:00:2:0,E22,Link error on broadcast tree Interconnect-<*>:<*>:<*>:<*>
320,407973,Interconnect-1T00,switch_module,bcast-error,1142703109,1,Link error on broadcast tree Interconnect-1T00:00:3:6,E22,Link error on broadcast tree Interconnect-<*>:<*>:<*>:<*>
322,408221,Interconnect-1T00,switch_module,bcast-error,1142752287,1,Link error on broadcast tree Interconnect-1T00:00:2:0,E22,Link error on broadcast tree Interconnect-<*>:<*>:<*>:<*>
321,408176,Interconnect-1T00,switch_module,bcast-error,1142743438,1,Link error on broadcast tree Interconnect-1T00:00:2:0,E22,Link error on broadcast tree Interconnect-<*>:<*>:<*>:<*>
319,26281,Interconnect-0T00,switch_module,bcast-error,1124878893,1,Link error on broadcast tree Interconnect-0T00:00:2:1,E22,Link error on broadcast tree Interconnect-<*>:<*>:<*>:<*>
322,408221,Interconnect-1T00,switch_module,bcast-error,1142752287,1,Link error on broadcast tree Interconnect-1T00:00:2:0,E22,Link error on broadcast tree Interconnect-<*>:<*>:<*>:<*>
321,408176,Interconnect-1T00,switch_module,bcast-error,1142743438,1,Link error on broadcast tree Interconnect-1T00:00:2:0,E22,Link error on broadcast tree Interconnect-<*>:<*>:<*>:<*>
320,407973,Interconnect-1T00,switch_module,bcast-error,1142703109,1,Link error on broadcast tree Interconnect-1T00:00:3:6,E22,Link error on broadcast tree Interconnect-<*>:<*>:<*>:<*>
321,408176,Interconnect-1T00,switch_module,bcast-error,1142743438,1,Link error on broadcast tree Interconnect-1T00:00:2:0,E22,Link error on broadcast tree Interconnect-<*>:<*>:<*>:<*>
320,407973,Interconnect-1T00,switch_module,bcast-error,1142703109,1,Link error on broadcast tree Interconnect-1T00:00:3:6,E22,Link error on broadcast tree Interconnect-<*>:<*>:<*>:<*>
319,26281,Interconnect-0T00,switch_module,bcast-error,1124878893,1,Link error on broadcast tree Interconnect-0T00:00:2:1,E22,Link error on broadcast tree Interconnect-<*>:<*>:<*>:<*>
319,26281,Interconnect-0T00,switch_module,bcast-error,1124878893,1,Link error on broadcast tree Interconnect-0T00:00:2:1,E22,Link error on broadcast tree Interconnect-<*>:<*>:<*>:<*>
322,408221,Interconnect-1T00,switch_module,bcast-error,1142752287,1,Link error on broadcast tree Interconnect-1T00:00:2:0,E22,Link error on broadcast tree Interconnect-<*>:<*>:<*>:<*>
320,407973,Interconnect-1T00,switch_module,bcast-error,1142703109,1,Link error on broadcast tree Interconnect-1T00:00:3:6,E22,Link error on broadcast tree Interconnect-<*>:<*>:<*>:<*>
320,407973,Interconnect-1T00,switch_module,bcast-error,1142703109,1,Link error on broadcast tree Interconnect-1T00:00:3:6,E22,Link error on broadcast tree Interconnect-<*>:<*>:<*>:<*>
320,407973,Interconnect-1T00,switch_module,bcast-error,1142703109,1,Link error on broadcast tree Interconnect-1T00:00:3:6,E22,Link error on broadcast tree Interconnect-<*>:<*>:<*>:<*>
321,408176,Interconnect-1T00,switch_module,bcast-error,1142743438,1,Link error on broadcast tree Interconnect-1T00:00:2:0,E22,Link error on broadcast tree Interconnect-<*>:<*>:<*>:<*>
192,183109,node-D7,clusterfilesystem,clusterfilesystem.no_server,1077901705,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage1622,E10,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>
206,110887,node-D7,clusterfilesystem,clusterfilesystem.no_server,1111067897,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage1311,E10,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>
193,213053,node-D7,clusterfilesystem,clusterfilesystem.no_server,1078465745,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage1542,E10,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>
182,2608601,node-D7,clusterfilesystem,clusterfilesystem.no_server,1074462833,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage1024,E10,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>
186,58466,node-D0,clusterfilesystem,clusterfilesystem.no_server,1076864677,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage131,E10,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>
185,32255,node-D7,clusterfilesystem,clusterfilesystem.no_server,1076398960,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage934,E10,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>
181,2609055,node-D7,clusterfilesystem,clusterfilesystem.no_server,1074464654,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage1412,E10,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>
193,213053,node-D7,clusterfilesystem,clusterfilesystem.no_server,1078465745,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage1542,E10,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>
192,183109,node-D7,clusterfilesystem,clusterfilesystem.no_server,1077901705,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage1622,E10,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>
195,229271,node-D0,clusterfilesystem,clusterfilesystem.no_server,1078963582,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage242,E10,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>
197,400170,node-D7,clusterfilesystem,clusterfilesystem.no_server,1089893907,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage1331,E10,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>
191,172788,node-D7,clusterfilesystem,clusterfilesystem.no_server,1077891661,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage1612,E10,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>
192,183109,node-D7,clusterfilesystem,clusterfilesystem.no_server,1077901705,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage1622,E10,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>
195,229271,node-D0,clusterfilesystem,clusterfilesystem.no_server,1078963582,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage242,E10,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>
197,400170,node-D7,clusterfilesystem,clusterfilesystem.no_server,1089893907,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage1331,E10,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>
202,442349,node-D7,clusterfilesystem,clusterfilesystem.no_server,1098365526,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage1432,E10,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>
181,2609055,node-D7,clusterfilesystem,clusterfilesystem.no_server,1074464654,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage1412,E10,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>
195,229271,node-D0,clusterfilesystem,clusterfilesystem.no_server,1078963582,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage242,E10,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>
186,58466,node-D0,clusterfilesystem,clusterfilesystem.no_server,1076864677,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage131,E10,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>
185,32255,node-D7,clusterfilesystem,clusterfilesystem.no_server,1076398960,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage934,E10,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>
190,172740,node-D7,clusterfilesystem,clusterfilesystem.no_server,1077891659,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage1622,E10,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>
182,2608601,node-D7,clusterfilesystem,clusterfilesystem.no_server,1074462833,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage1024,E10,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>
183,2608475,node-D7,clusterfilesystem,clusterfilesystem.no_server,1074462062,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage1534,E10,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>
202,442349,node-D7,clusterfilesystem,clusterfilesystem.no_server,1098365526,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage1432,E10,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>
361,190287,node-D4,clusterfilesystem,clusterfilesystem.not_served,1115830055,1,ClusterFileSystem: ServerFileSystem domain root_domain is no longer served by node node-128,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
355,253687,node-D5,clusterfilesystem,clusterfilesystem.not_served,1079069131,1,ClusterFileSystem: ServerFileSystem domain root23_local is no longer served by node node-182,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
368,72165,node-D3,clusterfilesystem,clusterfilesystem.not_served,1127045031,1,ClusterFileSystem: ServerFileSystem domain root1_tmp_backup is no longer served by node node-96,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
342,2572991,node-D1,clusterfilesystem,clusterfilesystem.not_served,1074129956,1,ClusterFileSystem: ServerFileSystem domain root26_domain is no longer served by node node-57,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
335,2558879,node-D3,clusterfilesystem,clusterfilesystem.not_served,1073126274,1,ClusterFileSystem: ServerFileSystem domain cluster_root_backup is no longer served by node node-96,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
361,190287,node-D4,clusterfilesystem,clusterfilesystem.not_served,1115830055,1,ClusterFileSystem: ServerFileSystem domain root_domain is no longer served by node node-128,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
368,72165,node-D3,clusterfilesystem,clusterfilesystem.not_served,1127045031,1,ClusterFileSystem: ServerFileSystem domain root1_tmp_backup is no longer served by node node-96,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
347,69304,node-D7,clusterfilesystem,clusterfilesystem.not_served,1076959081,1,ClusterFileSystem: ServerFileSystem domain root5_tmp is no longer served by node node-228,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
350,159914,node-D3,clusterfilesystem,clusterfilesystem.not_served,1077875435,1,ClusterFileSystem: ServerFileSystem domain root19_domain is no longer served by node node-114,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
359,304677,node-D6,clusterfilesystem,clusterfilesystem.not_served,1082035793,1,ClusterFileSystem: ServerFileSystem domain root25_local is no longer served by node node-216,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
357,252335,node-D0,clusterfilesystem,clusterfilesystem.not_served,1079068559,1,ClusterFileSystem: ServerFileSystem domain storage211 is no longer served by node node-4,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
348,156291,node-D7,clusterfilesystem,clusterfilesystem.not_served,1077864767,1,ClusterFileSystem: ServerFileSystem domain storage1422 is no longer served by node node-245,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
348,156291,node-D7,clusterfilesystem,clusterfilesystem.not_served,1077864767,1,ClusterFileSystem: ServerFileSystem domain storage1422 is no longer served by node node-245,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
353,209092,node-D0,clusterfilesystem,clusterfilesystem.not_served,1078438019,1,ClusterFileSystem: ServerFileSystem domain storage534 is no longer served by node node-18,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
357,252335,node-D0,clusterfilesystem,clusterfilesystem.not_served,1079068559,1,ClusterFileSystem: ServerFileSystem domain storage211 is no longer served by node node-4,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
357,252335,node-D0,clusterfilesystem,clusterfilesystem.not_served,1079068559,1,ClusterFileSystem: ServerFileSystem domain storage211 is no longer served by node node-4,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
353,209092,node-D0,clusterfilesystem,clusterfilesystem.not_served,1078438019,1,ClusterFileSystem: ServerFileSystem domain storage534 is no longer served by node node-18,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
357,252335,node-D0,clusterfilesystem,clusterfilesystem.not_served,1079068559,1,ClusterFileSystem: ServerFileSystem domain storage211 is no longer served by node node-4,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
353,209092,node-D0,clusterfilesystem,clusterfilesystem.not_served,1078438019,1,ClusterFileSystem: ServerFileSystem domain storage534 is no longer served by node node-18,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
349,156587,node-D0,clusterfilesystem,clusterfilesystem.not_served,1077865593,1,ClusterFileSystem: ServerFileSystem domain storage343 is no longer served by node node-11,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
348,156291,node-D7,clusterfilesystem,clusterfilesystem.not_served,1077864767,1,ClusterFileSystem: ServerFileSystem domain storage1422 is no longer served by node node-245,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
306,27385,Interconnect-0N02,switch_module,control,1101771720,1,power/control problem,E34,power/control problem
306,27385,Interconnect-0N02,switch_module,control,1101771720,1,power/control problem,E34,power/control problem
306,27385,Interconnect-0N02,switch_module,control,1101771720,1,power/control problem,E34,power/control problem
306,27385,Interconnect-0N02,switch_module,control,1101771720,1,power/control problem,E34,power/control problem
306,27385,Interconnect-0N02,switch_module,control,1101771720,1,power/control problem,E34,power/control problem
306,27385,Interconnect-0N02,switch_module,control,1101771720,1,power/control problem,E34,power/control problem
306,27385,Interconnect-0N02,switch_module,control,1101771720,1,power/control problem,E34,power/control problem
306,27385,Interconnect-0N02,switch_module,control,1101771720,1,power/control problem,E34,power/control problem
306,27385,Interconnect-0N02,switch_module,control,1101771720,1,power/control problem,E34,power/control problem
306,27385,Interconnect-0N02,switch_module,control,1101771720,1,power/control problem,E34,power/control problem
306,27385,Interconnect-0N02,switch_module,control,1101771720,1,power/control problem,E34,power/control problem
306,27385,Interconnect-0N02,switch_module,control,1101771720,1,power/control problem,E34,power/control problem
306,27385,Interconnect-0N02,switch_module,control,1101771720,1,power/control problem,E34,power/control problem
306,27385,Interconnect-0N02,switch_module,control,1101771720,1,power/control problem,E34,power/control problem
306,27385,Interconnect-0N02,switch_module,control,1101771720,1,power/control problem,E34,power/control problem
306,27385,Interconnect-0N02,switch_module,control,1101771720,1,power/control problem,E34,power/control problem
306,27385,Interconnect-0N02,switch_module,control,1101771720,1,power/control problem,E34,power/control problem
306,27385,Interconnect-0N02,switch_module,control,1101771720,1,power/control problem,E34,power/control problem
306,27385,Interconnect-0N02,switch_module,control,1101771720,1,power/control problem,E34,power/control problem
306,27385,Interconnect-0N02,switch_module,control,1101771720,1,power/control problem,E34,power/control problem
306,27385,Interconnect-0N02,switch_module,control,1101771720,1,power/control problem,E34,power/control problem
11,401855,node-187,unix.hw,state_change.unavailable,1142553646,1,Component State Change: Component \042alt0\042 is in the unavailable state (HWID=4159),E13,Component State Change: Component <*> is in the unavailable state (HWID=<*>)
2,350766,node-109,unix.hw,state_change.unavailable,1084680778,1,Component State Change: Component \042alt0\042 is in the unavailable state (HWID=3180),E13,Component State Change: Component <*> is in the unavailable state (HWID=<*>)
6,366463,node-122,unix.hw,state_change.unavailable,1085084674,1,Component State Change: Component \042alt0\042 is in the unavailable state (HWID=2480),E13,Component State Change: Component <*> is in the unavailable state (HWID=<*>)
6,366463,node-122,unix.hw,state_change.unavailable,1085084674,1,Component State Change: Component \042alt0\042 is in the unavailable state (HWID=2480),E13,Component State Change: Component <*> is in the unavailable state (HWID=<*>)
11,401855,node-187,unix.hw,state_change.unavailable,1142553646,1,Component State Change: Component \042alt0\042 is in the unavailable state (HWID=4159),E13,Component State Change: Component <*> is in the unavailable state (HWID=<*>)
10,401569,node-169,unix.hw,state_change.unavailable,1142550406,1,Component State Change: Component \042alt0\042 is in the unavailable state (HWID=2969),E13,Component State Change: Component <*> is in the unavailable state (HWID=<*>)
5,366633,node-200,unix.hw,state_change.unavailable,1085100843,1,Component State Change: Component \042alt0\042 is in the unavailable state (HWID=2538),E13,Component State Change: Component <*> is in the unavailable state (HWID=<*>)
8,225111,node-10,unix.hw,state_change.unavailable,1117296789,1,Component State Change: Component \042alt0\042 is in the unavailable state (HWID=3891),E13,Component State Change: Component <*> is in the unavailable state (HWID=<*>)
3,344518,node-246,unix.hw,state_change.unavailable,1084270955,1,Component State Change: Component \042alt0\042 is in the unavailable state (HWID=5089),E13,Component State Change: Component <*> is in the unavailable state (HWID=<*>)
4,344448,node-153,unix.hw,state_change.unavailable,1084270952,1,Component State Change: Component \042alt0\042 is in the unavailable state (HWID=4088),E13,Component State Change: Component <*> is in the unavailable state (HWID=<*>)
1,134681,node-246,unix.hw,state_change.unavailable,1077804742,1,Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-003d-0000\042 is in the unavailable state (HWID=1973),E13,Component State Change: Component <*> is in the unavailable state (HWID=<*>)
1,134681,node-246,unix.hw,state_change.unavailable,1077804742,1,Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-003d-0000\042 is in the unavailable state (HWID=1973),E13,Component State Change: Component <*> is in the unavailable state (HWID=<*>)
1,134681,node-246,unix.hw,state_change.unavailable,1077804742,1,Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-003d-0000\042 is in the unavailable state (HWID=1973),E13,Component State Change: Component <*> is in the unavailable state (HWID=<*>)
1,134681,node-246,unix.hw,state_change.unavailable,1077804742,1,Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-003d-0000\042 is in the unavailable state (HWID=1973),E13,Component State Change: Component <*> is in the unavailable state (HWID=<*>)
1,134681,node-246,unix.hw,state_change.unavailable,1077804742,1,Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-003d-0000\042 is in the unavailable state (HWID=1973),E13,Component State Change: Component <*> is in the unavailable state (HWID=<*>)
1,134681,node-246,unix.hw,state_change.unavailable,1077804742,1,Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-003d-0000\042 is in the unavailable state (HWID=1973),E13,Component State Change: Component <*> is in the unavailable state (HWID=<*>)
1,134681,node-246,unix.hw,state_change.unavailable,1077804742,1,Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-003d-0000\042 is in the unavailable state (HWID=1973),E13,Component State Change: Component <*> is in the unavailable state (HWID=<*>)
1,134681,node-246,unix.hw,state_change.unavailable,1077804742,1,Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-003d-0000\042 is in the unavailable state (HWID=1973),E13,Component State Change: Component <*> is in the unavailable state (HWID=<*>)
1,134681,node-246,unix.hw,state_change.unavailable,1077804742,1,Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-003d-0000\042 is in the unavailable state (HWID=1973),E13,Component State Change: Component <*> is in the unavailable state (HWID=<*>)
1454,2566680,Interconnect-1N03,switch_module,error,1073991556,1,Link in reset,E24,Link in reset
1443,2553727,Interconnect-1N03,switch_module,error,1072642564,1,Link in reset,E24,Link in reset
317,303852,Interconnect-1T00,switch_module,bcast-error,1082033409,1,Link in reset,E24,Link in reset
1453,2560493,Interconnect-1N01,switch_module,error,1073242467,1,Link in reset,E24,Link in reset
1440,2556365,Interconnect-1N01,switch_module,error,1072790564,1,Link in reset,E24,Link in reset
1443,2553727,Interconnect-1N03,switch_module,error,1072642564,1,Link in reset,E24,Link in reset
1450,2561694,Interconnect-1N01,switch_module,error,1073459190,1,Link in reset,E24,Link in reset
1450,2561694,Interconnect-1N01,switch_module,error,1073459190,1,Link in reset,E24,Link in reset
1454,2566680,Interconnect-1N03,switch_module,error,1073991556,1,Link in reset,E24,Link in reset
317,303852,Interconnect-1T00,switch_module,bcast-error,1082033409,1,Link in reset,E24,Link in reset
1454,2566680,Interconnect-1N03,switch_module,error,1073991556,1,Link in reset,E24,Link in reset
317,303852,Interconnect-1T00,switch_module,bcast-error,1082033409,1,Link in reset,E24,Link in reset
1440,2556365,Interconnect-1N01,switch_module,error,1072790564,1,Link in reset,E24,Link in reset
1443,2553727,Interconnect-1N03,switch_module,error,1072642564,1,Link in reset,E24,Link in reset
1450,2561694,Interconnect-1N01,switch_module,error,1073459190,1,Link in reset,E24,Link in reset
1440,2556365,Interconnect-1N01,switch_module,error,1072790564,1,Link in reset,E24,Link in reset
1454,2566680,Interconnect-1N03,switch_module,error,1073991556,1,Link in reset,E24,Link in reset
1455,2565131,Interconnect-1N01,switch_module,error,1073923347,1,Link in reset,E24,Link in reset
1453,2560493,Interconnect-1N01,switch_module,error,1073242467,1,Link in reset,E24,Link in reset
1456,2565070,Interconnect-1N01,switch_module,error,1073911806,1,Link in reset,E24,Link in reset
317,303852,Interconnect-1T00,switch_module,bcast-error,1082033409,1,Link in reset,E24,Link in reset
1443,2553727,Interconnect-1N03,switch_module,error,1072642564,1,Link in reset,E24,Link in reset
317,303852,Interconnect-1T00,switch_module,bcast-error,1082033409,1,Link in reset,E24,Link in reset
1542,27373,node-55,action,error,1076176599,1,boot (command 2092) Error: HALT asserted\  cannot continue,E5,boot (command <*>) Error: HALT asserted\  cannot continue
1542,27373,node-55,action,error,1076176599,1,boot (command 2092) Error: HALT asserted\  cannot continue,E5,boot (command <*>) Error: HALT asserted\  cannot continue
1542,27373,node-55,action,error,1076176599,1,boot (command 2092) Error: HALT asserted\  cannot continue,E5,boot (command <*>) Error: HALT asserted\  cannot continue
1542,27373,node-55,action,error,1076176599,1,boot (command 2092) Error: HALT asserted\  cannot continue,E5,boot (command <*>) Error: HALT asserted\  cannot continue
1542,27373,node-55,action,error,1076176599,1,boot (command 2092) Error: HALT asserted\  cannot continue,E5,boot (command <*>) Error: HALT asserted\  cannot continue
1542,27373,node-55,action,error,1076176599,1,boot (command 2092) Error: HALT asserted\  cannot continue,E5,boot (command <*>) Error: HALT asserted\  cannot continue
1542,27373,node-55,action,error,1076176599,1,boot (command 2092) Error: HALT asserted\  cannot continue,E5,boot (command <*>) Error: HALT asserted\  cannot continue
1542,27373,node-55,action,error,1076176599,1,boot (command 2092) Error: HALT asserted\  cannot continue,E5,boot (command <*>) Error: HALT asserted\  cannot continue
1542,27373,node-55,action,error,1076176599,1,boot (command 2092) Error: HALT asserted\  cannot continue,E5,boot (command <*>) Error: HALT asserted\  cannot continue
1542,27373,node-55,action,error,1076176599,1,boot (command 2092) Error: HALT asserted\  cannot continue,E5,boot (command <*>) Error: HALT asserted\  cannot continue
1542,27373,node-55,action,error,1076176599,1,boot (command 2092) Error: HALT asserted\  cannot continue,E5,boot (command <*>) Error: HALT asserted\  cannot continue
1542,27373,node-55,action,error,1076176599,1,boot (command 2092) Error: HALT asserted\  cannot continue,E5,boot (command <*>) Error: HALT asserted\  cannot continue
1542,27373,node-55,action,error,1076176599,1,boot (command 2092) Error: HALT asserted\  cannot continue,E5,boot (command <*>) Error: HALT asserted\  cannot continue
1542,27373,node-55,action,error,1076176599,1,boot (command 2092) Error: HALT asserted\  cannot continue,E5,boot (command <*>) Error: HALT asserted\  cannot continue
1542,27373,node-55,action,error,1076176599,1,boot (command 2092) Error: HALT asserted\  cannot continue,E5,boot (command <*>) Error: HALT asserted\  cannot continue
1542,27373,node-55,action,error,1076176599,1,boot (command 2092) Error: HALT asserted\  cannot continue,E5,boot (command <*>) Error: HALT asserted\  cannot continue
1542,27373,node-55,action,error,1076176599,1,boot (command 2092) Error: HALT asserted\  cannot continue,E5,boot (command <*>) Error: HALT asserted\  cannot continue
1542,27373,node-55,action,error,1076176599,1,boot (command 2092) Error: HALT asserted\  cannot continue,E5,boot (command <*>) Error: HALT asserted\  cannot continue
1542,27373,node-55,action,error,1076176599,1,boot (command 2092) Error: HALT asserted\  cannot continue,E5,boot (command <*>) Error: HALT asserted\  cannot continue
1542,27373,node-55,action,error,1076176599,1,boot (command 2092) Error: HALT asserted\  cannot continue,E5,boot (command <*>) Error: HALT asserted\  cannot continue
1542,27373,node-55,action,error,1076176599,1,boot (command 2092) Error: HALT asserted\  cannot continue,E5,boot (command <*>) Error: HALT asserted\  cannot continue
1542,27373,node-55,action,error,1076176599,1,boot (command 2092) Error: HALT asserted\  cannot continue,E5,boot (command <*>) Error: HALT asserted\  cannot continue
54,165793,node-89,action,start,1077881713,1,wait  (command 2424),E45,wait  (command <*>)
96,401359,node-34,action,start,1089896823,1,wait  (command 3078),E45,wait  (command <*>)
21,2601401,node-184,action,start,1074298390,1,wait  (command 1975),E45,wait  (command <*>)
130,55940,node-255,action,start,1126814027,1,wait  (command 3847),E45,wait  (command <*>)
42,93084,node-239,action,start,1077645240,1,wait  (command 2257),E45,wait  (command <*>)
95,402097,node-73,action,start,1089897051,1,wait  (command 3079),E45,wait  (command <*>)
