LineId,LogId,Node,Component,State,Time,Flag,Content,EventId,EventTemplate
211,327002,node-D0,clusterfilesystem,clusterfilesystem.no_server,1140098601,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage321,E10,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>
187,57981,node-D7,clusterfilesystem,clusterfilesystem.no_server,1076864401,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage1144,E10,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>
192,183109,node-D7,clusterfilesystem,clusterfilesystem.no_server,1077901705,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage1622,E10,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>
181,2609055,node-D7,clusterfilesystem,clusterfilesystem.no_server,1074464654,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage1412,E10,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>
337,2568742,node-D4,clusterfilesystem,clusterfilesystem.not_served,1074120046,1,ClusterFileSystem: ServerFileSystem domain root3_domain is no longer served by node node-128,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
350,159914,node-D3,clusterfilesystem,clusterfilesystem.not_served,1077875435,1,ClusterFileSystem: ServerFileSystem domain root19_domain is no longer served by node node-114,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
368,72165,node-D3,clusterfilesystem,clusterfilesystem.not_served,1127045031,1,ClusterFileSystem: ServerFileSystem domain root1_tmp_backup is no longer served by node node-96,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
364,204008,node-D7,clusterfilesystem,clusterfilesystem.not_served,1116530487,1,ClusterFileSystem: ServerFileSystem domain root17_domain is no longer served by node node-240,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
356,254062,node-D1,clusterfilesystem,clusterfilesystem.not_served,1079069211,1,ClusterFileSystem: ServerFileSystem domain root14_tmp is no longer served by node node-45,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
353,209092,node-D0,clusterfilesystem,clusterfilesystem.not_served,1078438019,1,ClusterFileSystem: ServerFileSystem domain storage534 is no longer served by node node-18,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
353,209092,node-D0,clusterfilesystem,clusterfilesystem.not_served,1078438019,1,ClusterFileSystem: ServerFileSystem domain storage534 is no longer served by node node-18,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
349,156587,node-D0,clusterfilesystem,clusterfilesystem.not_served,1077865593,1,ClusterFileSystem: ServerFileSystem domain storage343 is no longer served by node node-11,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
353,209092,node-D0,clusterfilesystem,clusterfilesystem.not_served,1078438019,1,ClusterFileSystem: ServerFileSystem domain storage534 is no longer served by node node-18,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
306,27385,Interconnect-0N02,switch_module,control,1101771720,1,power/control problem,E34,power/control problem
306,27385,Interconnect-0N02,switch_module,control,1101771720,1,power/control problem,E34,power/control problem
306,27385,Interconnect-0N02,switch_module,control,1101771720,1,power/control problem,E34,power/control problem
306,27385,Interconnect-0N02,switch_module,control,1101771720,1,power/control problem,E34,power/control problem
306,27385,Interconnect-0N02,switch_module,control,1101771720,1,power/control problem,E34,power/control problem
306,27385,Interconnect-0N02,switch_module,control,1101771720,1,power/control problem,E34,power/control problem
306,27385,Interconnect-0N02,switch_module,control,1101771720,1,power/control problem,E34,power/control problem
306,27385,Interconnect-0N02,switch_module,control,1101771720,1,power/control problem,E34,power/control problem
11,401855,node-187,unix.hw,state_change.unavailable,1142553646,1,Component State Change: Component \042alt0\042 is in the unavailable state (HWID=4159),E13,Component State Change: Component <*> is in the unavailable state (HWID=<*>)
7,438190,node-228,unix.hw,state_change.unavailable,1097194780,1,Component State Change: Component \042alt0\042 is in the unavailable state (HWID=3713),E13,Component State Change: Component <*> is in the unavailable state (HWID=<*>)
5,366633,node-200,unix.hw,state_change.unavailable,1085100843,1,Component State Change: Component \042alt0\042 is in the unavailable state (HWID=2538),E13,Component State Change: Component <*> is in the unavailable state (HWID=<*>)
10,401569,node-169,unix.hw,state_change.unavailable,1142550406,1,Component State Change: Component \042alt0\042 is in the unavailable state (HWID=2969),E13,Component State Change: Component <*> is in the unavailable state (HWID=<*>)
3,344518,node-246,unix.hw,state_change.unavailable,1084270955,1,Component State Change: Component \042alt0\042 is in the unavailable state (HWID=5089),E13,Component State Change: Component <*> is in the unavailable state (HWID=<*>)
1,134681,node-246,unix.hw,state_change.unavailable,1077804742,1,Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-003d-0000\042 is in the unavailable state (HWID=1973),E13,Component State Change: Component <*> is in the unavailable state (HWID=<*>)
1,134681,node-246,unix.hw,state_change.unavailable,1077804742,1,Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-003d-0000\042 is in the unavailable state (HWID=1973),E13,Component State Change: Component <*> is in the unavailable state (HWID=<*>)
1,134681,node-246,unix.hw,state_change.unavailable,1077804742,1,Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-003d-0000\042 is in the unavailable state (HWID=1973),E13,Component State Change: Component <*> is in the unavailable state (HWID=<*>)
1,134681,node-246,unix.hw,state_change.unavailable,1077804742,1,Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-003d-0000\042 is in the unavailable state (HWID=1973),E13,Component State Change: Component <*> is in the unavailable state (HWID=<*>)
1,134681,node-246,unix.hw,state_change.unavailable,1077804742,1,Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-003d-0000\042 is in the unavailable state (HWID=1973),E13,Component State Change: Component <*> is in the unavailable state (HWID=<*>)
1456,2565070,Interconnect-1N01,switch_module,error,1073911806,1,Link in reset,E24,Link in reset
1454,2566680,Interconnect-1N03,switch_module,error,1073991556,1,Link in reset,E24,Link in reset
317,303852,Interconnect-1T00,switch_module,bcast-error,1082033409,1,Link in reset,E24,Link in reset
1453,2560493,Interconnect-1N01,switch_module,error,1073242467,1,Link in reset,E24,Link in reset
317,303852,Interconnect-1T00,switch_module,bcast-error,1082033409,1,Link in reset,E24,Link in reset
1455,2565131,Interconnect-1N01,switch_module,error,1073923347,1,Link in reset,E24,Link in reset
1542,27373,node-55,action,error,1076176599,1,boot (command 2092) Error: HALT asserted\  cannot continue,E5,boot (command <*>) Error: HALT asserted\  cannot continue
1542,27373,node-55,action,error,1076176599,1,boot (command 2092) Error: HALT asserted\  cannot continue,E5,boot (command <*>) Error: HALT asserted\  cannot continue
1542,27373,node-55,action,error,1076176599,1,boot (command 2092) Error: HALT asserted\  cannot continue,E5,boot (command <*>) Error: HALT asserted\  cannot continue
1542,27373,node-55,action,error,1076176599,1,boot (command 2092) Error: HALT asserted\  cannot continue,E5,boot (command <*>) Error: HALT asserted\  cannot continue
1542,27373,node-55,action,error,1076176599,1,boot (command 2092) Error: HALT asserted\  cannot continue,E5,boot (command <*>) Error: HALT asserted\  cannot continue
1542,27373,node-55,action,error,1076176599,1,boot (command 2092) Error: HALT asserted\  cannot continue,E5,boot (command <*>) Error: HALT asserted\  cannot continue
1542,27373,node-55,action,error,1076176599,1,boot (command 2092) Error: HALT asserted\  cannot continue,E5,boot (command <*>) Error: HALT asserted\  cannot continue
148,397899,node-150,action,start,1142528212,1,wait  (command 4176),E45,wait  (command <*>)
125,252407,node-46,action,start,1118929077,1,wait  (command 3690),E45,wait  (command <*>)
149,398541,node-154,action,start,1142528540,1,wait  (command 4176),E45,wait  (command <*>)
106,32761,node-17,action,start,1102475613,1,wait  (command 3334),E45,wait  (command <*>)
119,208690,node-65,action,start,1116601343,1,wait  (command 3612),E45,wait  (command <*>)
86,309387,node-27,action,start,1082039069,1,wait  (command 2817),E45,wait  (command <*>)
127,252613,node-174,action,start,1118929118,1,wait  (command 3698),E45,wait  (command <*>)
143,328095,node-194,action,start,1140099718,1,wait  (command 4117),E45,wait  (command <*>)
168,210240,2490,boot_cmd,new,1078453922,1,Targeting domains:node-D0 and nodes:node-[8-31] child of command 2489,E42,Targeting domains:node-D<*> and nodes:node-[<*>-<*>] child of command <*>
167,162883,2414,boot_cmd,new,1077877853,1,Targeting domains:node-D4 and nodes:node-[128-135] child of command 2401,E42,Targeting domains:node-D<*> and nodes:node-[<*>-<*>] child of command <*>
167,162883,2414,boot_cmd,new,1077877853,1,Targeting domains:node-D4 and nodes:node-[128-135] child of command 2401,E42,Targeting domains:node-D<*> and nodes:node-[<*>-<*>] child of command <*>
165,2599217,1973,boot_cmd,new,1074297389,1,Targeting domains:node-D4 and nodes:node-[136-159] child of command 1964,E42,Targeting domains:node-D<*> and nodes:node-[<*>-<*>] child of command <*>
168,210240,2490,boot_cmd,new,1078453922,1,Targeting domains:node-D0 and nodes:node-[8-31] child of command 2489,E42,Targeting domains:node-D<*> and nodes:node-[<*>-<*>] child of command <*>
167,162883,2414,boot_cmd,new,1077877853,1,Targeting domains:node-D4 and nodes:node-[128-135] child of command 2401,E42,Targeting domains:node-D<*> and nodes:node-[<*>-<*>] child of command <*>
165,2599217,1973,boot_cmd,new,1074297389,1,Targeting domains:node-D4 and nodes:node-[136-159] child of command 1964,E42,Targeting domains:node-D<*> and nodes:node-[<*>-<*>] child of command <*>
165,2599217,1973,boot_cmd,new,1074297389,1,Targeting domains:node-D4 and nodes:node-[136-159] child of command 1964,E42,Targeting domains:node-D<*> and nodes:node-[<*>-<*>] child of command <*>
168,210240,2490,boot_cmd,new,1078453922,1,Targeting domains:node-D0 and nodes:node-[8-31] child of command 2489,E42,Targeting domains:node-D<*> and nodes:node-[<*>-<*>] child of command <*>
700,415345,node-D0,domain,status,1142942280,1,inconsistent nodesets node-31 0x1fffffffe <ok> node-0 0xfffffffe <ok> node-1 0xfffffffe <ok> node-2 0xfffffffe <ok> node-30 0xfffffffe <ok>,E20,inconsistent nodesets node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <ok><*>
402,2599698,node-D5,domain,status,1074297720,1,inconsistent nodesets node-160 0x0001edfe <ok> node-161 0x1001fdfe <ok> node-162 0x1001fdfe <ok> node-163 0x1001fdfe <ok>,E20,inconsistent nodesets node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <ok><*>
402,2599698,node-D5,domain,status,1074297720,1,inconsistent nodesets node-160 0x0001edfe <ok> node-161 0x1001fdfe <ok> node-162 0x1001fdfe <ok> node-163 0x1001fdfe <ok>,E20,inconsistent nodesets node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <ok><*>
429,160937,node-D1,domain,status,1077875820,1,inconsistent nodesets node-32 0x00000002 <ok> node-34 0x000001fe <ok> node-33 0x000001fe <ok> node-35 0x000001fe <ok>,E20,inconsistent nodesets node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <ok><*>
700,415345,node-D0,domain,status,1142942280,1,inconsistent nodesets node-31 0x1fffffffe <ok> node-0 0xfffffffe <ok> node-1 0xfffffffe <ok> node-2 0xfffffffe <ok> node-30 0xfffffffe <ok>,E20,inconsistent nodesets node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <ok><*>
402,2599698,node-D5,domain,status,1074297720,1,inconsistent nodesets node-160 0x0001edfe <ok> node-161 0x1001fdfe <ok> node-162 0x1001fdfe <ok> node-163 0x1001fdfe <ok>,E20,inconsistent nodesets node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <ok><*>
700,415345,node-D0,domain,status,1142942280,1,inconsistent nodesets node-31 0x1fffffffe <ok> node-0 0xfffffffe <ok> node-1 0xfffffffe <ok> node-2 0xfffffffe <ok> node-30 0xfffffffe <ok>,E20,inconsistent nodesets node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <ok><*>
429,160937,node-D1,domain,status,1077875820,1,inconsistent nodesets node-32 0x00000002 <ok> node-34 0x000001fe <ok> node-33 0x000001fe <ok> node-35 0x000001fe <ok>,E20,inconsistent nodesets node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <ok><*>
429,160937,node-D1,domain,status,1077875820,1,inconsistent nodesets node-32 0x00000002 <ok> node-34 0x000001fe <ok> node-33 0x000001fe <ok> node-35 0x000001fe <ok>,E20,inconsistent nodesets node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <ok><*>
309,115153,Interconnect-0T00,switch_module,bcast-error,1077757190,1,Link error,E21,Link error
1445,2553308,Interconnect-1N03,switch_module,error,1072638589,1,Link error,E21,Link error
1445,2553308,Interconnect-1N03,switch_module,error,1072638589,1,Link error,E21,Link error
307,30700,Interconnect-1T00,switch_module,bcast-error,1076189965,1,Link error,E21,Link error
316,293098,Interconnect-1T00,switch_module,bcast-error,1081296321,1,Link error,E21,Link error
308,115576,Interconnect-1T00,switch_module,bcast-error,1077793578,1,Link error,E21,Link error
315,295965,Interconnect-1T00,switch_module,bcast-error,1081534663,1,Link error,E21,Link error
314,288385,Interconnect-0T00,switch_module,bcast-error,1080668603,1,Link error,E21,Link error
166,70088,2206,shutdown_cmd,new,1077059790,1,Targeting domains:node-D7 and nodes:node-[224\ 228\ 232],E43,Targeting domains:node-D<*>and nodes:node-<*>
166,70088,2206,shutdown_cmd,new,1077059790,1,Targeting domains:node-D7 and nodes:node-[224\ 228\ 232],E43,Targeting domains:node-D<*>and nodes:node-<*>
170,38390,3344,boot_cmd,new,1104070308,1,Targeting domains:node-D[0\ 5] and nodes:node-[27\ 191],E43,Targeting domains:node-D<*>and nodes:node-<*>
170,38390,3344,boot_cmd,new,1104070308,1,Targeting domains:node-D[0\ 5] and nodes:node-[27\ 191],E43,Targeting domains:node-D<*>and nodes:node-<*>
170,38390,3344,boot_cmd,new,1104070308,1,Targeting domains:node-D[0\ 5] and nodes:node-[27\ 191],E43,Targeting domains:node-D<*>and nodes:node-<*>
170,38390,3344,boot_cmd,new,1104070308,1,Targeting domains:node-D[0\ 5] and nodes:node-[27\ 191],E43,Targeting domains:node-D<*>and nodes:node-<*>
166,70088,2206,shutdown_cmd,new,1077059790,1,Targeting domains:node-D7 and nodes:node-[224\ 228\ 232],E43,Targeting domains:node-D<*>and nodes:node-<*>
170,38390,3344,boot_cmd,new,1104070308,1,Targeting domains:node-D[0\ 5] and nodes:node-[27\ 191],E43,Targeting domains:node-D<*>and nodes:node-<*>
172,276415,3709,boot_cmd,new,1119845316,1,Targeting domains:node-D2 and nodes:node-84,E43,Targeting domains:node-D<*>and nodes:node-<*>
172,276415,3709,boot_cmd,new,1119845316,1,Targeting domains:node-D2 and nodes:node-84,E43,Targeting domains:node-D<*>and nodes:node-<*>
169,451683,3223,boot_cmd,new,1098825780,1,Targeting domains:node-D0 and nodes:node-0,E43,Targeting domains:node-D<*>and nodes:node-<*>
169,451683,3223,boot_cmd,new,1098825780,1,Targeting domains:node-D0 and nodes:node-0,E43,Targeting domains:node-D<*>and nodes:node-<*>
169,451683,3223,boot_cmd,new,1098825780,1,Targeting domains:node-D0 and nodes:node-0,E43,Targeting domains:node-D<*>and nodes:node-<*>
1869,154298,Interconnect-1T01,switch_module,error,1130114502,1,link errors remain current,E23,link errors remain current
1860,90917,Interconnect-1T01,switch_module,error,1128098598,1,link errors remain current,E23,link errors remain current
1885,244394,Interconnect-1T01,switch_module,error,1132933346,1,link errors remain current,E23,link errors remain current
1858,73130,Interconnect-1T01,switch_module,error,1127205865,1,link errors remain current,E23,link errors remain current
1889,292522,Interconnect-1T01,switch_module,error,1134758547,1,link errors remain current,E23,link errors remain current
1863,106636,Interconnect-1N01,switch_module,error,1128546820,1,link errors remain current,E23,link errors remain current
1980,211427,node-144,unix.hw,net.niff.up,1116610182,1,NIFF: node node-144 has detected an available network connection on network 10.96.0.0 via interface scip0,E30,NIFF: node node-<*> has detected an available network connection on network <*> via interface scip0
1937,161226,node-202,unix.hw,net.niff.up,1077876101,1,NIFF: node node-202 has detected an available network connection on network 10.128.0.0 via interface ee0,E29,NIFF: node node-<*> has detected an available network connection on network <*> via interface ee0
1973,136580,node-150,unix.hw,net.niff.up,1111865217,1,NIFF: node node-150 has detected an available network connection on network 5.5.224.0 via interface alt0,E28,NIFF: node node-<*> has detected an available network connection on network <*> via interface alt0
1961,437276,node-7,unix.hw,net.niff.up,1096995297,1,NIFF: node node-7 has detected an available network connection on network 5.5.224.0 via interface alt0,E28,NIFF: node node-<*> has detected an available network connection on network <*> via interface alt0
1982,225060,node-69,unix.hw,net.niff.up,1117295720,1,NIFF: node node-69 has detected an available network connection on network 10.128.0.0 via interface ee0,E29,NIFF: node node-<*> has detected an available network connection on network <*> via interface ee0
1968,72710,node-29,unix.hw,net.niff.up,1108648186,1,NIFF: node node-29 has detected an available network connection on network 10.128.0.0 via interface ee0,E29,NIFF: node node-<*> has detected an available network connection on network <*> via interface ee0
212,365140,node-69,unix.hw,net.niff.down,1085075228,1,NIFF: node node-69 detected a failed network connection on network 5.5.224.0 via interface alt0,E27,NIFF: node node-<*> detected a failed network connection on network <*> via interface alt0
213,401608,node-162,unix.hw,net.niff.down,1142550442,1,NIFF: node node-162 detected a failed network connection on network 5.5.224.0 via interface alt0,E27,NIFF: node node-<*> detected a failed network connection on network <*> via interface alt0
212,365140,node-69,unix.hw,net.niff.down,1085075228,1,NIFF: node node-69 detected a failed network connection on network 5.5.224.0 via interface alt0,E27,NIFF: node node-<*> detected a failed network connection on network <*> via interface alt0
213,401608,node-162,unix.hw,net.niff.down,1142550442,1,NIFF: node node-162 detected a failed network connection on network 5.5.224.0 via interface alt0,E27,NIFF: node node-<*> detected a failed network connection on network <*> via interface alt0
212,365140,node-69,unix.hw,net.niff.down,1085075228,1,NIFF: node node-69 detected a failed network connection on network 5.5.224.0 via interface alt0,E27,NIFF: node node-<*> detected a failed network connection on network <*> via interface alt0
213,401608,node-162,unix.hw,net.niff.down,1142550442,1,NIFF: node node-162 detected a failed network connection on network 5.5.224.0 via interface alt0,E27,NIFF: node node-<*> detected a failed network connection on network <*> via interface alt0
213,401608,node-162,unix.hw,net.niff.down,1142550442,1,NIFF: node node-162 detected a failed network connection on network 5.5.224.0 via interface alt0,E27,NIFF: node node-<*> detected a failed network connection on network <*> via interface alt0
213,401608,node-162,unix.hw,net.niff.down,1142550442,1,NIFF: node node-162 detected a failed network connection on network 5.5.224.0 via interface alt0,E27,NIFF: node node-<*> detected a failed network connection on network <*> via interface alt0
212,365140,node-69,unix.hw,net.niff.down,1085075228,1,NIFF: node node-69 detected a failed network connection on network 5.5.224.0 via interface alt0,E27,NIFF: node node-<*> detected a failed network connection on network <*> via interface alt0
213,401608,node-162,unix.hw,net.niff.down,1142550442,1,NIFF: node node-162 detected a failed network connection on network 5.5.224.0 via interface alt0,E27,NIFF: node node-<*> detected a failed network connection on network <*> via interface alt0
213,401608,node-162,unix.hw,net.niff.down,1142550442,1,NIFF: node node-162 detected a failed network connection on network 5.5.224.0 via interface alt0,E27,NIFF: node node-<*> detected a failed network connection on network <*> via interface alt0
305,130987,3504,boot_cmd,abort,1111858191,1,Command has been aborted,E11,Command has been aborted
305,130987,3504,boot_cmd,abort,1111858191,1,Command has been aborted,E11,Command has been aborted
305,130987,3504,boot_cmd,abort,1111858191,1,Command has been aborted,E11,Command has been aborted
305,130987,3504,boot_cmd,abort,1111858191,1,Command has been aborted,E11,Command has been aborted
305,130987,3504,boot_cmd,abort,1111858191,1,Command has been aborted,E11,Command has been aborted
305,130987,3504,boot_cmd,abort,1111858191,1,Command has been aborted,E11,Command has been aborted
305,130987,3504,boot_cmd,abort,1111858191,1,Command has been aborted,E11,Command has been aborted
305,130987,3504,boot_cmd,abort,1111858191,1,Command has been aborted,E11,Command has been aborted
305,130987,3504,boot_cmd,abort,1111858191,1,Command has been aborted,E11,Command has been aborted
295,379641,Interconnect-0N00,switch_module,fan,1141828195,1,Fan speeds ( 3534 3534 3375 4470 3497 3479 ),E18,Fan speeds ( <*> <*> <*> <*> <*> <*> )
294,379647,Interconnect-0N00,switch_module,fan,1141828356,1,Fan speeds ( 3534 3534 3375 4272 3497 3479 ),E18,Fan speeds ( <*> <*> <*> <*> <*> <*> )
295,379641,Interconnect-0N00,switch_module,fan,1141828195,1,Fan speeds ( 3534 3534 3375 4470 3497 3479 ),E18,Fan speeds ( <*> <*> <*> <*> <*> <*> )
267,119082,Interconnect-0N00,switch_module,fan,1129155045,1,Fan speeds ( 3552 3534 3375 4530 3515 3479 ),E18,Fan speeds ( <*> <*> <*> <*> <*> <*> )
294,379647,Interconnect-0N00,switch_module,fan,1141828356,1,Fan speeds ( 3534 3534 3375 4272 3497 3479 ),E18,Fan speeds ( <*> <*> <*> <*> <*> <*> )
267,119082,Interconnect-0N00,switch_module,fan,1129155045,1,Fan speeds ( 3552 3534 3375 4530 3515 3479 ),E18,Fan speeds ( <*> <*> <*> <*> <*> <*> )
295,379641,Interconnect-0N00,switch_module,fan,1141828195,1,Fan speeds ( 3534 3534 3375 4470 3497 3479 ),E18,Fan speeds ( <*> <*> <*> <*> <*> <*> )
295,379641,Interconnect-0N00,switch_module,fan,1141828195,1,Fan speeds ( 3534 3534 3375 4470 3497 3479 ),E18,Fan speeds ( <*> <*> <*> <*> <*> <*> )
221,26132,Interconnect-0N00,switch_module,fan,1124831967,1,Fan speeds ( 3552 3534 3375 11637 3515 3479 ),E18,Fan speeds ( <*> <*> <*> <*> <*> <*> )
224,36180,Interconnect-0N00,switch_module,fan,1125718237,1,Fan speeds ( 3552 3534 3375 4245 3515 3479 ),E18,Fan speeds ( <*> <*> <*> <*> <*> <*> )
295,379641,Interconnect-0N00,switch_module,fan,1141828195,1,Fan speeds ( 3534 3534 3375 4470 3497 3479 ),E18,Fan speeds ( <*> <*> <*> <*> <*> <*> )
14,2570772,node-124,action,start,1074123150,1,clusterAddMember  (command 1900),E8,clusterAddMember  (command <*>)
14,2570772,node-124,action,start,1074123150,1,clusterAddMember  (command 1900),E8,clusterAddMember  (command <*>)
14,2570772,node-124,action,start,1074123150,1,clusterAddMember  (command 1900),E8,clusterAddMember  (command <*>)
13,2568643,node-70,action,start,1074119817,1,clusterAddMember  (command 1902),E8,clusterAddMember  (command <*>)
14,2570772,node-124,action,start,1074123150,1,clusterAddMember  (command 1900),E8,clusterAddMember  (command <*>)
13,2568643,node-70,action,start,1074119817,1,clusterAddMember  (command 1902),E8,clusterAddMember  (command <*>)
14,2570772,node-124,action,start,1074123150,1,clusterAddMember  (command 1900),E8,clusterAddMember  (command <*>)
13,2568643,node-70,action,start,1074119817,1,clusterAddMember  (command 1902),E8,clusterAddMember  (command <*>)
14,2570772,node-124,action,start,1074123150,1,clusterAddMember  (command 1900),E8,clusterAddMember  (command <*>)
13,2568643,node-70,action,start,1074119817,1,clusterAddMember  (command 1902),E8,clusterAddMember  (command <*>)
399,2595682,node-12,node,status,1074288817,1,not responding,E32,not responding
670,169664,node-40,node,status,1131210631,1,not responding,E32,not responding
505,296384,node-77,node,status,1081571037,1,not responding,E32,not responding
401,2596168,node-211,node,status,1074289105,1,not responding,E32,not responding
444,212610,node-49,node,status,1078465457,1,not responding,E32,not responding
486,272707,node-169,node,status,1079615369,1,not responding,E32,not responding
673,205176,node-15,node,status,1131532770,1,not responding,E32,not responding
630,139404,node-242,node,status,1112054374,1,configured out,E14,configured out
494,272777,node-171,node,status,1079615371,0,configured out,E14,configured out
629,139541,node-231,node,status,1112055605,1,configured out,E14,configured out
437,182943,node-212,node,status,1077901650,0,configured out,E14,configured out
504,272769,node-163,node,status,1079615371,1,configured out,E14,configured out
519,339296,node-125,node,status,1083307405,0,configured out,E14,configured out
435,182817,node-143,node,status,1077901590,1,configured out,E14,configured out
595,18387,node-184,node,status,1100784181,1,configured out,E14,configured out
158,274749,2685,boot_cmd,success,1079616724,1,Command has completed successfully,E12,Command has completed successfully
159,301526,2797,boot_cmd,success,1081993794,1,Command has completed successfully,E12,Command has completed successfully
157,247935,2568,boot_cmd,success,1079049124,1,Command has completed successfully,E12,Command has completed successfully
154,2566692,1897,boot_cmd,success,1073991950,1,Command has completed successfully,E12,Command has completed successfully
214,180537,node-D0,clusterfilesystem,fdmn.panic,1131228351,1,ServerFileSystem: An ServerFileSystem domain panic has occurred on storage442,E39,ServerFileSystem: An ServerFileSystem domain panic has occurred on <*>
214,180537,node-D0,clusterfilesystem,fdmn.panic,1131228351,1,ServerFileSystem: An ServerFileSystem domain panic has occurred on storage442,E39,ServerFileSystem: An ServerFileSystem domain panic has occurred on <*>
214,180537,node-D0,clusterfilesystem,fdmn.panic,1131228351,1,ServerFileSystem: An ServerFileSystem domain panic has occurred on storage442,E39,ServerFileSystem: An ServerFileSystem domain panic has occurred on <*>
