LineId,Content,EventId,EventTemplate
25,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=202.100.179.208,E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>
26,Failed password for invalid user chen from 202.100.179.208 port 32484 ssh2,E10,Failed password for invalid user <*> from <*> port <*> ssh2
27,Received disconnect from 202.100.179.208: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
28,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.36.59.76.dynamic-dsl-ip.omantel.net.om  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
29,Failed password for root from 5.36.59.76 port 42393 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
30,message repeated 5 times: [ Failed password for root from 5.36.59.76 port 42393 ssh2],E14,message repeated <*> times: [ Failed password for root from <*> port <*>]
31,Disconnecting: Too many authentication failures for root [preauth],E5,Disconnecting: Too many authentication failures for root [preauth]
32,PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.36.59.76.dynamic-dsl-ip.omantel.net.om  user=root,E17,PAM <*> more authentication failures; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>  user=root
33,PAM service(sshd) ignoring max retries; 6 > 3,E18,PAM service(sshd) ignoring max retries; <*> > <*>
34,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
35,Failed password for root from 112.95.230.3 port 45378 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
36,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
37,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
38,Failed password for root from 112.95.230.3 port 47068 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
39,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
40,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
41,Failed password for root from 112.95.230.3 port 49188 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
42,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
43,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
44,Failed password for root from 112.95.230.3 port 50999 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
45,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
46,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
47,Failed password for root from 112.95.230.3 port 52660 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
48,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
49,Invalid user pgadmin from 112.95.230.3,E13,Invalid user <*> from <*>
50,input_userauth_request: invalid user pgadmin [preauth],E12,input_userauth_request: invalid user <*> [preauth]
51,pam_unix(sshd:auth): check pass; user unknown,E21,pam_unix(sshd:auth): check pass; user unknown
52,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3,E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>
53,Failed password for invalid user pgadmin from 112.95.230.3 port 54087 ssh2,E10,Failed password for invalid user <*> from <*> port <*> ssh2
54,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
55,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
56,Failed password for root from 112.95.230.3 port 55618 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
57,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
58,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
59,Failed password for root from 112.95.230.3 port 57138 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
60,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
61,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
62,Failed password for root from 112.95.230.3 port 58304 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
63,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
64,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
65,Failed password for root from 112.95.230.3 port 59849 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
66,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
67,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
68,Failed password for root from 112.95.230.3 port 32977 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
69,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
70,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
71,Failed password for root from 112.95.230.3 port 35113 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
72,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
73,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
74,Failed password for root from 112.95.230.3 port 37035 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
75,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
76,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
77,Failed password for root from 112.95.230.3 port 39041 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
78,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
79,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
80,Failed password for root from 112.95.230.3 port 40388 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
81,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
82,Invalid user utsims from 112.95.230.3,E13,Invalid user <*> from <*>
83,input_userauth_request: invalid user utsims [preauth],E12,input_userauth_request: invalid user <*> [preauth]
84,pam_unix(sshd:auth): check pass; user unknown,E21,pam_unix(sshd:auth): check pass; user unknown
85,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3,E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>
86,Failed password for invalid user utsims from 112.95.230.3 port 41506 ssh2,E10,Failed password for invalid user <*> from <*> port <*> ssh2
87,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
88,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
89,Failed password for root from 112.95.230.3 port 42881 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
90,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
91,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
92,Failed password for root from 112.95.230.3 port 43981 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
93,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
94,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
95,Failed password for root from 112.95.230.3 port 44900 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
96,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
97,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
98,Failed password for root from 112.95.230.3 port 45699 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
99,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
100,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
101,Failed password for root from 112.95.230.3 port 46577 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
102,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
103,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
104,Failed password for root from 112.95.230.3 port 47836 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
105,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
106,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
107,Failed password for root from 112.95.230.3 port 49133 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
108,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
109,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
110,Failed password for root from 112.95.230.3 port 50655 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
111,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
112,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
113,Failed password for root from 112.95.230.3 port 51982 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
114,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
115,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
116,Failed password for root from 112.95.230.3 port 53584 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
117,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
118,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=123.235.32.19  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
119,Failed password for root from 123.235.32.19 port 40652 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
120,Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
121,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=123.235.32.19  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
122,Failed password for root from 123.235.32.19 port 49720 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
123,Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
124,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=123.235.32.19  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
125,Failed password for root from 123.235.32.19 port 45568 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
126,Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
127,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=123.235.32.19  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
128,Failed password for root from 123.235.32.19 port 48588 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
129,Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
130,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=123.235.32.19  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
131,Failed password for root from 123.235.32.19 port 50950 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
132,Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
133,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=123.235.32.19  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
134,Failed password for root from 123.235.32.19 port 54024 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
135,Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
136,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=123.235.32.19  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
137,Failed password for root from 123.235.32.19 port 57100 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
138,Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
139,"Did not receive identification string from 123.235.32.19,Did not receive identification string from 177.79.82.136",E3,"Did not receive identification string from <*>,Did not receive identification string from <*>"
141,Invalid user inspur from 183.136.162.51,E13,Invalid user <*> from <*>
142,input_userauth_request: invalid user inspur [preauth],E12,input_userauth_request: invalid user <*> [preauth]
143,pam_unix(sshd:auth): check pass; user unknown,E21,pam_unix(sshd:auth): check pass; user unknown
144,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.136.162.51,E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>
145,Failed password for invalid user inspur from 183.136.162.51 port 55204 ssh2,E10,Failed password for invalid user <*> from <*> port <*> ssh2
146,Received disconnect from 183.136.162.51: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
147,reverse mapping checking getaddrinfo for 191-210-223-172.user.vivozap.com.br [191.210.223.172] failed - POSSIBLE BREAK-IN ATTEMPT!,E27,reverse mapping checking getaddrinfo for <*> [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!
148,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=191.210.223.172  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
149,Failed password for root from 191.210.223.172 port 31473 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
150,Connection closed by 191.210.223.172 [preauth],E2,Connection closed by <*> [preauth]
151,Did not receive identification string from 195.154.37.122,E3,Did not receive identification string from <*>
152,reverse mapping checking getaddrinfo for 195-154-37-122.rev.poneytelecom.eu [195.154.37.122] failed - POSSIBLE BREAK-IN ATTEMPT!,E27,reverse mapping checking getaddrinfo for <*> [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!
153,Invalid user support from 195.154.37.122,E13,Invalid user <*> from <*>
154,input_userauth_request: invalid user support [preauth],E12,input_userauth_request: invalid user <*> [preauth]
155,pam_unix(sshd:auth): check pass; user unknown,E21,pam_unix(sshd:auth): check pass; user unknown
156,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=195.154.37.122,E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>
157,Failed password for invalid user support from 195.154.37.122 port 56539 ssh2,E10,Failed password for invalid user <*> from <*> port <*> ssh2
158,error: Received disconnect from 195.154.37.122: 3: com.jcraft.jsch.JSchException: Auth fail [preauth],E6,error: Received disconnect from <*>: <*>: com.jcraft.jsch.JSchException: Auth fail [preauth]
159,reverse mapping checking getaddrinfo for 195-154-37-122.rev.poneytelecom.eu [195.154.37.122] failed - POSSIBLE BREAK-IN ATTEMPT!,E27,reverse mapping checking getaddrinfo for <*> [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!
160,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=195.154.37.122  user=uucp,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
161,Failed password for uucp from 195.154.37.122 port 59266 ssh2,E9,Failed password for <*> from <*> port <*> ssh2
162,error: Received disconnect from 195.154.37.122: 3: com.jcraft.jsch.JSchException: Auth fail [preauth],E6,error: Received disconnect from <*>: <*>: com.jcraft.jsch.JSchException: Auth fail [preauth]
163,Connection closed by 194.190.163.22 [preauth],E2,Connection closed by <*> [preauth]
164,Invalid user test from 52.80.34.196,E13,Invalid user <*> from <*>
165,input_userauth_request: invalid user test [preauth],E12,input_userauth_request: invalid user <*> [preauth]
166,pam_unix(sshd:auth): check pass; user unknown,E21,pam_unix(sshd:auth): check pass; user unknown
167,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=ec2-52-80-34-196.cn-north-1.compute.amazonaws.com.cn,E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>
168,Failed password for invalid user test from 52.80.34.196 port 36060 ssh2,E10,Failed password for invalid user <*> from <*> port <*> ssh2
169,Received disconnect from 52.80.34.196: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
170,Did not receive identification string from 103.207.39.165,E3,Did not receive identification string from <*>
171,Invalid user support from 103.207.39.165,E13,Invalid user <*> from <*>
172,input_userauth_request: invalid user support [preauth],E12,input_userauth_request: invalid user <*> [preauth]
173,pam_unix(sshd:auth): check pass; user unknown,E21,pam_unix(sshd:auth): check pass; user unknown
174,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=103.207.39.165,E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>
175,Failed password for invalid user support from 103.207.39.165 port 58158 ssh2,E10,Failed password for invalid user <*> from <*> port <*> ssh2
176,Received disconnect from 103.207.39.165: 11: Closed due to user request. [preauth],E25,Received disconnect from <*>: <*>: Closed due to user request. [preauth]
177,Connection closed by 194.190.163.22 [preauth],E2,Connection closed by <*> [preauth]
178,Invalid user inspur from 175.102.13.6,E13,Invalid user <*> from <*>
179,input_userauth_request: invalid user inspur [preauth],E12,input_userauth_request: invalid user <*> [preauth]
180,pam_unix(sshd:auth): check pass; user unknown,E21,pam_unix(sshd:auth): check pass; user unknown
181,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=175.102.13.6,E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>
182,Failed password for invalid user inspur from 175.102.13.6 port 47130 ssh2,E10,Failed password for invalid user <*> from <*> port <*> ssh2
183,Received disconnect from 175.102.13.6: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth]
184,Connection closed by 194.190.163.22 [preauth],E2,Connection closed by <*> [preauth]
185,Invalid user  0101 from 5.188.10.180,E13,Invalid user <*> from <*>
186,input_userauth_request: invalid user  0101 [preauth],E12,input_userauth_request: invalid user <*> [preauth]
187,pam_unix(sshd:auth): check pass; user unknown,E21,pam_unix(sshd:auth): check pass; user unknown
188,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.188.10.180,E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>
189,Failed password for invalid user  0101 from 5.188.10.180 port 36279 ssh2,E10,Failed password for invalid user <*> from <*> port <*> ssh2
190,Connection closed by 5.188.10.180 [preauth],E2,Connection closed by <*> [preauth]
191,Invalid user 0 from 5.188.10.180,E13,Invalid user <*> from <*>
192,input_userauth_request: invalid user 0 [preauth],E12,input_userauth_request: invalid user <*> [preauth]
193,Failed none for invalid user 0 from 5.188.10.180 port 49811 ssh2,E8,Failed none for invalid user <*> from <*> port <*> ssh2
194,pam_unix(sshd:auth): check pass; user unknown,E21,pam_unix(sshd:auth): check pass; user unknown
195,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.188.10.180,E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>
196,Failed password for invalid user 0 from 5.188.10.180 port 49811 ssh2,E10,Failed password for invalid user <*> from <*> port <*> ssh2
