LineId,Month,Date,Time,User,Component,PID,Address,Content,EventId,EventTemplate
1406,Jul,6,09:31:18,calvisitor-10-105-163-253,WindowServer,184,,no sleep images for WillPowerOffWithImages,E274,no sleep images for WillPowerOffWithImages
503,Jul,3,13:50:09,authorMacBook-Pro,networkd,195,,__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! QQ.10018 tc20795 14.17.42.14:14000,E49,__<*>-[NETClientConnection <*>]_block_invoke CI46 - Hit by torpedo! <*>.<*> tc<*> <*>:<*>
1355,Jul,6,00:30:37,authorMacBook-Pro,GoogleSoftwareUpdateAgent,36436,,"2017-07-06 00:30:37.071 GoogleSoftwareUpdateAgent[36436/0x7000002a0000] [lvl=2] -[KSUpdateEngine updateAllExceptProduct:] KSUpdateEngine updating all installed products, except:'com.google.Keystone'.",E90,"<*>-<*>-<*> <*>:<*>:<*>.<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSUpdateEngine updateAllExceptProduct:] KSUpdateEngine updating all installed products, except:'com.google.Keystone'."
1989,Jul,8,07:12:45,calvisitor-10-105-162-124,corecaptured,39203,,CCProfileMonitor::setStreamEventHandler,E179,CCProfileMonitor::setStreamEventHandler
1503,Jul,6,16:17:39,authorMacBook-Pro,symptomsd,215,,__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2,E50,__<*>-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value <*>
85,Jul,1,10:13:43,calvisitor-10-105-160-95,SpotlightNetHelper,352,,"CFPasteboardRef CFPasteboardCreate(CFAllocatorRef, CFStringRef) : failed to create global data",E183,"CFPasteboardRef CFPasteboardCreate(CFAllocatorRef, CFStringRef) : failed to create global data"
1839,Jul,7,18:09:40,calvisitor-10-105-160-85,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,E120,AppleCamIn::systemWakeCall - messageType = <*>
1833,Jul,7,17:30:00,calvisitor-10-105-160-85,QuickLookSatellite,38418,,"nw_path_evaluator_start_helper_connection net_helper_path_evaluation_start failed, dumping backtrace: [x86_64] libnetcore-583.50.1 0   libsystem_network.dylib             0x00007fff92fabde9 __nw_create_backtrace_string + 123 1   libsystem_network.dylib             0x00007fff92fc289f nw_path_evaluator_start_helper_connection + 196 2   libdispatch.dylib                   0x00007fff980fa93d _dispatch_call_block_and_release + 12 3   libdispatch.dylib                   0x00007fff980ef40b _dispatch_client_callout + 8 4   libdispatch.dylib                   0x00007fff980f403b _dispatch_queue_drain + 754 5   libdispatch.dylib                   0x00007fff980fa707 _dispatch_queue_invoke + 549 6   libdispatch.dylib                   0x00007fff980f2d53 _dispatch_root_queue_drain + 538 7   libdispatch.dylib                   0x00007fff980f2b00 _dispatch_worker_thread3 + 91 8   libsystem_pthread.dylib             0x00007fff8ebc44de _pthread_wqthread + 1129 9   libsystem_pthread.dylib             0x00007fff8ebc2341 start_wqthread + 13",E277,"nw_path_evaluator_start_helper_connection net_helper_path_evaluation_start failed, dumping backtrace: [<*>_<*>] libnetcore-<*>.<*>.<*> <*>   libsystem_network.dylib             <*> __nw_create_backtrace_string + <*> <*>   libsystem_network.dylib             <*> nw_path_evaluator_start_helper_connection + <*> <*>   libdispatch.dylib                   <*> _dispatch_call_block_and_release + <*> <*>   libdispatch.dylib                   <*> _dispatch_client_callout + <*> <*>   libdispatch.dylib                   <*> _dispatch_queue_drain + <*> <*>   libdispatch.dylib                   <*> _dispatch_queue_invoke + <*> <*>   libdispatch.dylib                   <*> _dispatch_root_queue_drain + <*> <*>   libdispatch.dylib                   <*> _dispatch_worker_<*> + <*> <*>   libsystem_pthread.dylib             <*> _pthread_wqthread + <*> <*>   libsystem_pthread.dylib             <*> start_wqthread + <*>"
893,Jul,4,11:24:04,calvisitor-10-105-162-105,kernel,0,,AirPort: Link Down on en0. Reason 8 (Disassociated because station leaving).,E110,AirPort: Link Down on en0. Reason <*> (Disassociated because station leaving).
1417,Jul,6,10:53:30,calvisitor-10-105-163-253,ChromeExistion,36855,,the url = http://baike.baidu.com/item/%E8%93%9D%E9%87%87%E5%92%8C/462624?fr=aladdin,E322,the url = <*>
722,Jul,4,01:00:22,airbears2-10-142-110-255,com.apple.AddressBook.InternetAccountsBridge,646,,Checking iCDP status for DSID 874161398 (checkWithServer=0),E185,Checking iCDP status for DSID <*> (checkWithServer=<*>)
1035,Jul,4,21:35:54,calvisitor-10-105-162-105,kernel,0,,"ARPT: 713439.104255: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': 0,",E135,"ARPT: <*>.<*>: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': <*>,"
1870,Jul,7,20:32:02,calvisitor-10-105-160-85,secd,276,,"securityd_xpc_dictionary_handler cloudd[326] copy_matching Error Domain=NSOSStatusErrorDomain Code=-50 ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}",E304,"securityd_xpc_dictionary_handler cloudd[<*>] copy_matching Error Domain=NSOSStatusErrorDomain Code=<*> ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}"
1918,Jul,8,00:47:42,calvisitor-10-105-160-47,kernel,0,,"USBMSC Identifier (non-unique): 000000000820 0x5ac 0x8406 0x820, 3",E331,USBMSC Identifier (non-unique): <*>
782,Jul,4,06:12:51,calvisitor-10-105-162-105,kernel,0,,ARPT: 699246.920246: ARPT: Wake Reason: Wake on Scan offload,E131,ARPT: <*>.<*>: ARPT: Wake Reason: Wake on Scan offload
179,Jul,1,19:43:22,calvisitor-10-105-160-95,VDCAssistant,213,,"VDCAssistant:  Found a camera (0x1430000005ac8290) , but was not able to start it up (0x0 -- (os/kern) successful)",E332,"VDCAssistant:  Found a camera (<*>) , but was not able to start it up (<*> -- (os/kern) successful)"
1384,Jul,6,04:33:35,calvisitor-10-105-160-37,kernel,0,,AppleActuatorDeviceUserClient::stop Entered,E116,AppleActuatorDeviceUserClient::stop Entered
1596,Jul,7,00:30:06,calvisitor-10-105-162-178,syslogd,44,,"Configuration Notice: ASL Module ""com.apple.authkit.osx.asl"" sharing output destination ""/var/log/Accounts"" with ASL Module ""com.apple.Accounts"". Output parameters from ASL Module ""com.apple.Accounts"" override any specified in ASL Module ""com.apple.authkit.osx.asl"".",E191,"Configuration Notice: ASL Module ""com.apple.authkit.osx.asl"" sharing output destination ""/var/log/Accounts"" with ASL Module ""com.apple.Accounts"". Output parameters from ASL Module ""com.apple.Accounts"" override any specified in ASL Module ""com.apple.authkit.osx.asl""."
92,Jul,1,11:20:51,calvisitor-10-105-160-95,sharingd,30299,,11:20:51.293 : BTLE discovered device with hash <01faa200 00000000 0000>,E62,<*>:<*>:<*>.<*> : BTLE discovered device with hash <<*> <*> <*>>
589,Jul,3,16:27:11,authorMacBook-Pro,UserEventAgent,43,,Captive: CNPluginHandler en0: Authenticated,E163,Captive: CNPluginHandler en0: Authenticated
1892,Jul,7,21:31:11,calvisitor-10-105-160-85,garcon,38866,,Failed to connect (view) outlet from (NSApplication) to (NSColorPickerGridView): missing setter or instance variable,E218,Failed to connect (view) outlet from (NSApplication) to (NSColorPickerGridView): missing setter or instance variable
1205,Jul,5,10:58:44,calvisitor-10-105-160-179,imagent,355,,<IMMacNotificationCenterManager: 0x7fdcc9d16380>: notification observer: com.apple.FaceTime   notification: __CFNotification 0x7fdcc9d19110 {name = _NSDoNotDisturbEnabledNotification},E105,<IMMacNotificationCenterManager: <*>>: notification observer: com.apple.FaceTime   notification: __CFNotification <*> {name = _NSDoNotDisturbEnabledNotification}
